masterid,stationname,latitude,longitude,comid,huc,county,psa_lu,RB,ISWP_Source,ISWP2,ISWP3,ISWP2_name,ISWP3_name,Watershed,lbank_do,rbank_do,bottom_do,class_do,stationcode,ag_2011_1k,ag_2011_5k,ag_2011_ws,urban_2011_1k,urban_2011_5k,urban_2011_ws,code_21_2011_1k,code_21_2011_5k,code_21_2011_ws,dev_2011_1k,dev_2011_5k,dev_2011_ws,sampledate,CSCI,ASCI_H,ASCI_D,AFDM_gm2,Chla_ugcm2,TN_mgL,TP_mgL,PCT_MAP,DO_mgL,SpCond_uScm,Temp_C,PCT_RC,PCT_SAFN,RBP_CHN,XSLOPE
911CCH80x,Cottonwood Creek downstream of Old HWY 80 crossing.,32.78803,-116.49761,NA,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,TJCT2,0,0,0,2,1.41239498,0.88855473,11.77130045,5.43650311,4.41885103,13.77130045,6.8488980900000005,5.30740576,2005-06-14T07:00:00Z,0.8180802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,73,18,NA
911CCH80x,Cottonwood Creek downstream of Old HWY 80 crossing.,32.78803,-116.49761,NA,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,TJCT2,0,0,0,2,1.41239498,0.88855473,11.77130045,5.43650311,4.41885103,13.77130045,6.8488980900000005,5.30740576,2007-05-04T07:00:00Z,0.84069125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911CCH80x,Cottonwood Creek downstream of Old HWY 80 crossing.,32.78803,-116.49761,NA,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,TJCT2,0,0,0,2,1.41239498,0.88855473,11.77130045,5.43650311,4.41885103,13.77130045,6.8488980900000005,5.30740576,2009-04-23T07:00:00Z,0.83599483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,56,14,3.4
911CCH80x,Cottonwood Creek downstream of Old HWY 80 crossing.,32.78803,-116.49761,NA,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,TJCT2,0,0,0,2,1.41239498,0.88855473,11.77130045,5.43650311,4.41885103,13.77130045,6.8488980900000005,5.30740576,2018-05-09T07:00:00Z,0.91274748000000006,0.98614284347546,0.910301718032847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911COPPER,~0.2mi N Tijuana River,32.5616,-116.8291,20325695,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,911COPPER,0,0,0,0,0.02191541,0.02191541,0,1.676529,1.676529,0,1.69844441,1.69844441,2013-04-02T07:00:00Z,0.95543803,1.1009401935731,1.05547896665319,10.3,0.827,0.133,NA,NA,NA,NA,NA,NA,NA,NA,NA
911COPPER,~0.2mi N Tijuana River,32.5616,-116.8291,20325695,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,911COPPER,0,0,0,0,0.02191541,0.02191541,0,1.676529,1.676529,0,1.69844441,1.69844441,2015-03-24T07:00:00Z,0.73333078,0.822413741131518,0.881761884937593,22.7,2.37,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA
911COPPER,~0.2mi N Tijuana River,32.5616,-116.8291,20325695,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,911COPPER,0,0,0,0,0.02191541,0.02191541,0,1.676529,1.676529,0,1.69844441,1.69844441,2017-05-02T07:00:00Z,0.78581272,1.20881392388255,1.19746912541939,NA,NA,1.44,0,NA,NA,NA,NA,NA,NA,NA,NA
911KCKCRX,Kitchen Creek at Kitchen Creek Road,32.78745,-116.451,20325113,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,911KCKCRx,0,0,0,0,0.02628812,0.02612671,0.7532957,2.260778,2.246897,0.7532957,2.28706612,2.2730237100000004,1999-06-08T07:00:00Z,1.16958067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911KCKCRX,Kitchen Creek at Kitchen Creek Road,32.78745,-116.451,20325113,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,911KCKCRx,0,0,0,0,0.02628812,0.02612671,0.7532957,2.260778,2.246897,0.7532957,2.28706612,2.2730237100000004,2001-05-19T07:00:00Z,1.1339496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911KCKCRX,Kitchen Creek at Kitchen Creek Road,32.78745,-116.451,20325113,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,911KCKCRx,0,0,0,0,0.02628812,0.02612671,0.7532957,2.260778,2.246897,0.7532957,2.28706612,2.2730237100000004,2011-05-31T07:00:00Z,1.07724404,0.937154621151265,0.772378830157998,60.93,0.8150000000000001,0.175,NA,NA,NA,NA,NA,NA,NA,NA,NA
911KCKCRX,Kitchen Creek at Kitchen Creek Road,32.78745,-116.451,20325113,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,911KCKCRx,0,0,0,0,0.02628812,0.02612671,0.7532957,2.260778,2.246897,0.7532957,2.28706612,2.2730237100000004,2014-05-06T07:00:00Z,0.99804394,1.08061382828872,1.0457235453307001,13.4,2.02,0.1355,0.0156,NA,NA,NA,NA,NA,NA,NA,NA
911KCKCRX,Kitchen Creek at Kitchen Creek Road,32.78745,-116.451,20325113,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,911KCKCRx,0,0,0,0,0.02628812,0.02612671,0.7532957,2.260778,2.246897,0.7532957,2.28706612,2.2730237100000004,2015-04-07T07:00:00Z,0.90269421,0.957025947302121,0.927826165016802,0,0.157,0.0773,NA,NA,NA,NA,NA,NA,NA,NA,NA
911KCKCRX,Kitchen Creek at Kitchen Creek Road,32.78745,-116.451,20325113,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,911KCKCRx,0,0,0,0,0.02628812,0.02612671,0.7532957,2.260778,2.246897,0.7532957,2.28706612,2.2730237100000004,2016-04-19T07:00:00Z,1.03712171,0.966367613086271,0.858303317843174,30.6,0.426,0.135,NA,NA,NA,NA,NA,NA,NA,NA,NA
911KCKTC5,Kitchen Creek Approximately 1/2 mile below KC-BCF,32.723225,-116.490296,20325255,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,911KCKTC5,0,0,0,0,1.35266091,0.6857829,0,0,0.00253681,0,1.35266091,0.6883197099999999,1999-05-03T07:00:00Z,1.07369403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911LAP,,32.70021,-116.48152,20325295,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,911LAP,0,0,0,0,0.7665373,0.6223143,4.616272,6.226933,4.07612,4.616272,6.9934703,4.698434300000001,2014-04-09T07:00:00Z,0.9731087,1.0527197871532,0.994669690743664,7.286,3.71,0.11496296296296296,0.02785,30,NA,NA,NA,0,67,NA,0.6
911M24913,Campo Creek,32.59027,-116.51532,20325579,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,911M24913,0,0,0,0,0.7941582,0.4429565,14.38403,6.228758,6.554211,14.38403,7.0229162,6.9971675,2015-04-23T07:00:00Z,0.71999563,NA,NA,13.636,0.48,0.5,0.13,3,NA,NA,NA,3,60,NA,0.3
911M24913,Campo Creek,32.59027,-116.51532,20325579,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NA,0,0,0,0,0.7941582,0.4429565,14.38403,6.228758,6.554211,14.38403,7.0229162,6.9971675,2022-04-28T07:00:00Z,NA,NA,0.229354753045085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911M24916,Wruck Canyon,32.54938,-116.99128,20325725,911,San Diego,Urban,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,911M24916,13,14,14,67,67.29249,67.29249,15.02101,14.42688,6.225296,95.02101,95.71937,87.517786,2015-04-23T07:00:00Z,0.54504868,0.560312194365911,0.587815007008708,37.126,9.01,3,0.038,78,NA,NA,NA,0,24,NA,0.6
911M24926,,32.59782,-116.65687,20325559,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,911M24926,0,1,0,4,1.70256315,0.96384072,12.29508197,11.0015351,9.01008068,16.29508197,13.70409825,9.9739214,2016-03-23T07:00:00Z,0.87379117,0.803603374800107,0.892746409577285,NA,NA,0.61,0.018,NA,NA,NA,NA,NA,NA,NA,NA
911M24934,,32.76761,-116.65057,20325165,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,911M24934,0,0,1,0,0.10636883,0.43646945,1.46551724,3.09799229,4.27578403,1.46551724,3.20436112,5.712253479999999,2017-04-04T07:00:00Z,0.80925796,1.04915777606457,0.944928010287231,NA,NA,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA
911M24945,,32.74334,-116.46741,20325199,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,911M24945,0,0,0,0,0.0857731,0.08270871,0,2.00709058,1.91091583,0,2.09286368,1.99362454,2017-04-04T07:00:00Z,0.73610873,1.01612961734853,1.11359868104221,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
911M24949,,32.80946,-116.43979,20325047,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,911M24949,0,0,0,0,0,0,0,1.85185185,1.85185185,0,1.85185185,1.85185185,2018-04-11T07:00:00Z,0.9391077,NA,NA,NA,NA,3.1,NA,5,8.5,425,10.2,0,64,NA,NA
911M24957,,32.67449,-116.5657,20325347,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911M24981,,32.83264,-116.54798,20325019,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,911M24981,0,0,0,0,4.16721226,1.67457289,0,0,0.00802511,0,4.16721226,1.682598,2020-06-18T07:00:00Z,1.1088427,0.856788557217353,0.730742155255796,NA,NA,1.6,0.022,NA,NA,NA,NA,NA,NA,NA,NA
911MCCBML,Middle Cottonwood Creek Below Morena Lake,32.67583,-116.58306,20325349,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,911MCCBML,0,0,0,0,0.16181812,0.61942076,2.08136235,2.66820094,3.7632733,2.08136235,2.83001906,4.3826940599999995,1999-12-02T08:00:00Z,1.05857361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911MCCBML,Middle Cottonwood Creek Below Morena Lake,32.67583,-116.58306,20325349,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,911MCCBML,0,0,0,0,0.16181812,0.61942076,2.08136235,2.66820094,3.7632733,2.08136235,2.83001906,4.3826940599999995,2001-05-16T07:00:00Z,0.8304941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911NCPCR2,Noble Canyon Creek ~0.8mi above Pine Valley Cr.,32.86391,-116.50865,20324991,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,911NCPCR2,0,0,0,0,0.1062699,1.183459,1.647989,2.231668,4.555632,1.647989,2.3379379,5.739091,2009-03-25T07:00:00Z,0.66967049,1.24591697554519,1.20068910631224,NA,2.236,0.237,0.0229,42,NA,NA,NA,0,60,19,NA
911NCPCR2,Noble Canyon Creek ~0.8mi above Pine Valley Cr.,32.86391,-116.50865,20324991,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,911NCPCR2,0,0,0,0,0.1062699,1.183459,1.647989,2.231668,4.555632,1.647989,2.3379379,5.739091,2009-04-28T07:00:00Z,1.01451895,1.1241892792141,1.09986522822597,NA,0.313,0.265,0.0284,66,NA,NA,NA,0,62,20,NA
911NCPCR2,Noble Canyon Creek ~0.8mi above Pine Valley Cr.,32.86391,-116.50865,20324991,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,911NCPCR2,0,0,0,0,0.1062699,1.183459,1.647989,2.231668,4.555632,1.647989,2.3379379,5.739091,2009-05-27T07:00:00Z,0.93989799,1.24834691260434,1.15885064872697,33.49,1.143,0.35250000000000004,0.0313,9,NA,NA,NA,0,49,20,2.5
911NCPCR2,Noble Canyon Creek ~0.8mi above Pine Valley Cr.,32.86391,-116.50865,20324991,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,911NCPCR2,0,0,0,0,0.1062699,1.183459,1.647989,2.231668,4.555632,1.647989,2.3379379,5.739091,2010-04-28T07:00:00Z,1.16976031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911NCPCR2,Noble Canyon Creek ~0.8mi above Pine Valley Cr.,32.86391,-116.50865,20324991,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,911NCPCR2,0,0,0,0,0.1062699,1.183459,1.647989,2.231668,4.555632,1.647989,2.3379379,5.739091,2010-05-24T07:00:00Z,0.98768062,NA,NA,NA,NA,NA,NA,6,9.17,410,15.43,0,31,NA,NA
911NCPCR2,Noble Canyon Creek ~0.8mi above Pine Valley Cr.,32.86391,-116.50865,20324991,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,911NCPCR2,0,0,0,0,0.1062699,1.183459,1.647989,2.231668,4.555632,1.647989,2.3379379,5.739091,2010-06-14T07:00:00Z,0.89415991,NA,NA,NA,NA,NA,NA,16,8.2,414,12.9,0,36,NA,NA
911NCPCR2,Noble Canyon Creek ~0.8mi above Pine Valley Cr.,32.86391,-116.50865,20324991,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,911NCPCR2,0,0,0,0,0.1062699,1.183459,1.647989,2.231668,4.555632,1.647989,2.3379379,5.739091,2010-06-30T07:00:00Z,0.9966841,NA,NA,NA,NA,NA,NA,7,10.47,474,24.17,0,17,NA,NA
911NCPCR2,Noble Canyon Creek ~0.8mi above Pine Valley Cr.,32.86391,-116.50865,20324991,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,911NCPCR2,0,0,0,0,0.1062699,1.183459,1.647989,2.231668,4.555632,1.647989,2.3379379,5.739091,2010-07-20T07:00:00Z,0.97094062,NA,NA,NA,NA,NA,NA,17,5.9,457,17.8,0,30,NA,NA
911NCPCR2,Noble Canyon Creek ~0.8mi above Pine Valley Cr.,32.86391,-116.50865,20324991,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,911NCPCR2,0,0,0,0,0.1062699,1.183459,1.647989,2.231668,4.555632,1.647989,2.3379379,5.739091,2010-08-19T07:00:00Z,0.87533361,NA,NA,NA,NA,NA,NA,18,6.43,426,17.69,0,40,NA,NA
911NCPCR2,Noble Canyon Creek ~0.8mi above Pine Valley Cr.,32.86391,-116.50865,20324991,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,911NCPCR2,0,0,0,0,0.1062699,1.183459,1.647989,2.231668,4.555632,1.647989,2.3379379,5.739091,2010-09-14T07:00:00Z,1.04418094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911NCPCRx,Nobel Creek (NCPCR),32.86408,-116.51847,20324989,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,911NCPCRx,0,0,0,0,0.07015575,1.12326,2.36604,2.039194,4.302981,2.36604,2.10934975,5.426241,2001-05-20T07:00:00Z,1.0192637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911NCPCRx,Nobel Creek (NCPCR),32.86408,-116.51847,20324989,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,911NCPCRx,0,0,0,0,0.07015575,1.12326,2.36604,2.039194,4.302981,2.36604,2.10934975,5.426241,2005-06-08T07:00:00Z,0.82798503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,39,18,NA
911NCPCRx,Nobel Creek (NCPCR),32.86408,-116.51847,20324989,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,911NCPCRx,0,0,0,0,0.07015575,1.12326,2.36604,2.039194,4.302981,2.36604,2.10934975,5.426241,2007-06-05T07:00:00Z,0.84816153,NA,NA,NA,NA,5.88,0.88,NA,NA,NA,NA,0,39,19,2.8
911NCPCRx,Nobel Creek (NCPCR),32.86408,-116.51847,20324989,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,911NCPCRx,0,0,0,0,0.07015575,1.12326,2.36604,2.039194,4.302981,2.36604,2.10934975,5.426241,2008-04-18T07:00:00Z,0.69380086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,42,18,3.6
911NCPCRx,Nobel Creek (NCPCR),32.86408,-116.51847,20324989,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,911NCPCRx,0,0,0,0,0.07015575,1.12326,2.36604,2.039194,4.302981,2.36604,2.10934975,5.426241,2009-04-23T07:00:00Z,0.81429369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,39,18,2.3
911NP9ATC,Antone Canyon Creek ~1.3mi above La Posta Trk. Trl.,32.76824,-116.41757,20326337,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,911NP9ATC,0,0,0,0,0.10313265,0.12307692,0,2.14000258,2.48615385,0,2.24313523,2.60923077,2014-03-24T07:00:00Z,1.02902736,0.911662406265202,0.962518545844792,22.9,0.8960000000000001,0.137,NA,NA,NA,NA,NA,NA,NA,NA,NA
911NP9ATC,Antone Canyon Creek ~1.3mi above La Posta Trk. Trl.,32.76824,-116.41757,20326337,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,911NP9ATC,0,0,0,0,0.10313265,0.12307692,0,2.14000258,2.48615385,0,2.24313523,2.60923077,2014-04-29T07:00:00Z,0.84845797,1.055981822513,1.11612948210709,76.1,0.08800000000000001,0.195,NA,NA,NA,NA,NA,NA,NA,NA,NA
911NP9ATC,Antone Canyon Creek ~1.3mi above La Posta Trk. Trl.,32.76824,-116.41757,20326337,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,911NP9ATC,0,0,0,0,0.10313265,0.12307692,0,2.14000258,2.48615385,0,2.24313523,2.60923077,2015-04-07T07:00:00Z,0.98911397,1.00476962192329,1.0188772448541,18.65,0.6824999999999999,0.10825,NA,NA,NA,NA,NA,NA,NA,NA,NA
911NP9ATC,Antone Canyon Creek ~1.3mi above La Posta Trk. Trl.,32.76824,-116.41757,20326337,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,911NP9ATC,0,0,0,0,0.10313265,0.12307692,0,2.14000258,2.48615385,0,2.24313523,2.60923077,2017-05-10T07:00:00Z,1.04562447,0.887657212583559,0.863212434599245,5.48,1.03,0.392,NA,NA,NA,NA,NA,NA,NA,NA,NA
911NP9EPC,Espinosa Creek above Pine Valley Cr.,32.74481,-116.6488,20325177,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,911NP9EPC,0,0,0,0,0.02038736,0.4847448,0,1.100917,1.231822,0,1.1213043600000001,1.7165667999999998,2017-04-17T07:00:00Z,0.90449928,0.897936007155944,0.935025722077958,NA,NA,0.118,0.012,NA,NA,NA,NA,NA,NA,NA,NA
911NP9EPC,Espinosa Creek above Pine Valley Cr.,32.74481,-116.6488,20325177,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,911NP9EPC,0,0,0,0,0.02038736,0.4847448,0,1.100917,1.231822,0,1.1213043600000001,1.7165667999999998,2019-04-24T07:00:00Z,0.90639324,1.18718940206575,1.22620105437642,NA,NA,0,0.731,NA,NA,NA,NA,NA,NA,NA,NA
911NP9HTC,Horsethief Canyon ~0.8mi above Pine Valley Cr.,32.75409,-116.66267,20325165,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,911NP9HTC,0,0,1,0,0.01313025,0.4546304,6.351351,3.269433,4.888834,6.351351,3.28256325,6.3434644,2017-03-28T07:00:00Z,0.65621123,0.816018073268386,0.798332395094818,NA,NA,0.76,0,NA,NA,NA,NA,NA,NA,NA,NA
911NP9HTC,Horsethief Canyon ~0.8mi above Pine Valley Cr.,32.75409,-116.66267,20325165,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,911NP9HTC,0,0,1,0,0.01313025,0.4546304,6.351351,3.269433,4.888834,6.351351,3.28256325,6.3434644,2019-04-23T07:00:00Z,0.88255541,0.843976794690965,0.852019729441406,NA,NA,0,0.588,NA,NA,NA,NA,NA,NA,NA,NA
911NP9LPC,La Posta Creek at Buckman Springs Trail,32.70138,-116.48352,20325295,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,911NP9LPC,0,0,0,0,1.0488677,0.69561791,0,0,0.01288181,0,1.0488677,0.7084997199999999,2018-05-11T07:00:00Z,1.02833834,0.732271626051074,0.72503289827732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911NP9SCC,Secret Canyon Creek ~0.3mi above Pine Valley Cr.,32.76151,-116.63649,20325137,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,911NP9SCC,0,0,0,0,0,0,0,1.053269,1.053269,0,1.053269,1.053269,2017-04-06T07:00:00Z,0.88222665,0.998095048962546,1.0769137286012,NA,NA,0.499,0,NA,NA,NA,NA,NA,NA,NA,NA
911NP9UCW,Cottonwood Creek ~1.4mi above I8,32.81829,-116.49235,0,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,911NP9UCW,0,0,0,0,0.05680896,0.1553714,0.7311129,2.126278,2.752294,0.7311129,2.18308696,2.9076654,2014-03-24T07:00:00Z,1.0347114,1.07297991307907,1.06902021362379,18.4,2.76,0.209,NA,NA,NA,NA,NA,NA,NA,NA,NA
911NP9UCW,Cottonwood Creek ~1.4mi above I8,32.81829,-116.49235,0,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,911NP9UCW,0,0,0,0,0.05680896,0.1553714,0.7311129,2.126278,2.752294,0.7311129,2.18308696,2.9076654,2014-04-29T07:00:00Z,0.91657345,1.1039972129569,1.15202773339053,10.9,1.43,0.313,NA,NA,NA,NA,NA,NA,NA,NA,NA
911NP9UCW,Cottonwood Creek ~1.4mi above I8,32.81829,-116.49235,0,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,911NP9UCW,0,0,0,0,0.05680896,0.1553714,0.7311129,2.126278,2.752294,0.7311129,2.18308696,2.9076654,2015-03-18T07:00:00Z,0.9864651,0.948027527555826,0.985151091291309,27.1,2.56,0.2155,NA,NA,NA,NA,NA,NA,NA,NA,NA
911NP9UCW,Cottonwood Creek ~1.4mi above I8,32.81829,-116.49235,0,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,911NP9UCW,0,0,0,0,0.05680896,0.1553714,0.7311129,2.126278,2.752294,0.7311129,2.18308696,2.9076654,2016-04-20T07:00:00Z,0.89703407,0.865352414962261,0.9227292189878,13.9,0.688,0.492,0.0287,NA,NA,NA,NA,NA,NA,NA,NA
911NP9UCW,Cottonwood Creek ~1.4mi above I8,32.81829,-116.49235,0,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,911NP9UCW,0,0,0,0,0.05680896,0.1553714,0.7311129,2.126278,2.752294,0.7311129,2.18308696,2.9076654,2017-05-02T07:00:00Z,0.90712472,1.16035347371143,1.05149371673391,NA,NA,0.013,0.019,NA,NA,NA,NA,NA,NA,NA,NA
911PCH80x,Pine Creek upstream of Old HWY 80 crossing.,32.83719,-116.53636,0,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,911PCH80x,0,0,0,3,3.307021,1.715323,19.8691,8.473421,5.667125,22.8691,11.780442,7.382448,1999-10-30T07:00:00Z,0.95738996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911PCH80x,Pine Creek upstream of Old HWY 80 crossing.,32.83719,-116.53636,0,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,911PCH80x,0,0,0,3,3.307021,1.715323,19.8691,8.473421,5.667125,22.8691,11.780442,7.382448,1999-11-27T08:00:00Z,1.07604063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911PCH80x,Pine Creek upstream of Old HWY 80 crossing.,32.83719,-116.53636,0,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,911PCH80x,0,0,0,3,3.307021,1.715323,19.8691,8.473421,5.667125,22.8691,11.780442,7.382448,2000-06-02T07:00:00Z,1.05720383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911PCH80x,Pine Creek upstream of Old HWY 80 crossing.,32.83719,-116.53636,0,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,911PCH80x,0,0,0,3,3.307021,1.715323,19.8691,8.473421,5.667125,22.8691,11.780442,7.382448,2000-11-11T08:00:00Z,0.99713705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911PCH80x,Pine Creek upstream of Old HWY 80 crossing.,32.83719,-116.53636,0,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,911PCH80x,0,0,0,3,3.307021,1.715323,19.8691,8.473421,5.667125,22.8691,11.780442,7.382448,2001-05-20T07:00:00Z,1.01467485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911PCH80x,Pine Creek upstream of Old HWY 80 crossing.,32.83719,-116.53636,0,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,911PCH80x,0,0,0,3,3.307021,1.715323,19.8691,8.473421,5.667125,22.8691,11.780442,7.382448,2005-11-16T08:00:00Z,0.94229196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,38,15,1.8
911PCH80x,Pine Creek upstream of Old HWY 80 crossing.,32.83719,-116.53636,0,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,911PCH80x,0,0,0,3,3.307021,1.715323,19.8691,8.473421,5.667125,22.8691,11.780442,7.382448,2005-11-19T08:00:00Z,0.90332879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911PCH80x,Pine Creek upstream of Old HWY 80 crossing.,32.83719,-116.53636,0,911,San Diego,Other,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,911PCH80x,0,0,0,3,3.307021,1.715323,19.8691,8.473421,5.667125,22.8691,11.780442,7.382448,2008-04-15T07:00:00Z,0.80299886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,61,18,1.9
