masterid,sampledate,Alkalinity_as_CaCO3,Oxygen_Dissolved,Salinity,SpecificConductivity,Temperature,Turbidity,pH,TN,TP,AFDM_g_m2,Chl-a_mg_m2,PCT_FAST,PCT_FN,PCT_HP,PCT_MAP,PCT_SAFN,XCMG,XFC_NAT_SWAMP,XSLOPE
801WE1043,2005-06-14T07:00:00Z,120,7.92,0.1,205,18,NA,NA,NA,NA,NA,NA,63,0,0,NA,30,78,20.5,NA
801WE1043,2007-05-01T07:00:00Z,140,8.6,0,277,15.5,NA,NA,NA,NA,NA,NA,84,1,0,NA,21,60,30.1,4.7
801WE1127,2002-06-13T07:00:00Z,NA,7.9,NA,410,17,0.18,7.98,0.209,0.013,7.58,14.39,NA,NA,NA,NA,NA,NA,NA,NA
801WE1132,2002-06-05T07:00:00Z,NA,8.6,NA,50,6.8,0.17,7.83,0.041,0.006,29.55,25,NA,NA,NA,NA,NA,NA,NA,NA
801WE1132,2009-03-26T07:00:00Z,36,8.61,0.03,74,5.74,0.38,7.6,0.08685,0.018,NA,21.09,100,0,0,0,12,106,228.7,NA
801WE1132,2009-04-29T07:00:00Z,30,9.19,0.03,57,5.33,1.75,6.84,0.145,0.024399999999999998,NA,106.68,77,13,0,29,23,129,114.9,NA
801WE1132,2009-06-01T07:00:00Z,40,6.52,0,41.6,8.7,1.04,8.3,0.07905,0.014450000000000001,33.34,15.21,88,10,0,2,26,115,78,13.7
801WE1132,2009-07-08T07:00:00Z,40,9.57,0.03,62,7.23,1.34,7.57,0.0828,0.03585,NA,15.655,70,1,0,7,7,142,113.5,NA
801WE1132,2009-08-19T07:00:00Z,40,9.48,0.03,60,7.06,1.17,7.46,0.178,0.016,NA,29.67,84,4,0,0,10,85,188.1,NA
801WE1132,2015-04-20T07:00:00Z,25,8.52,0,65.2,6.3,0.56,10.6,0.04575,0.03755,2.03,9.05,96,18,1,1,37,79,55.2,11.5
801WE1132,2018-06-05T07:00:00Z,56,9.23,0,57.7,7.2,0.81,8.4,NA,NA,0.029,0,100,10,0,0,37,98,54.6,13.2
801WMC572,2009-06-30T07:00:00Z,NA,9.1,NA,775,26.69,NA,8.71,1.991468,0.84,NA,NA,26,9,0,59,68,79,68.9,0.7
801XXX046,2008-06-05T07:00:00Z,330,8.79,NA,2308,28.24,NA,7.81,NA,NA,NA,NA,0,0,0,NA,91,118,46.2,0.9
801XXX112,2008-06-11T07:00:00Z,295,8.25,NA,61,18.02,NA,8.21,NA,NA,NA,NA,0,37,0,NA,39,70,63.6,0.9
801XXX112,2012-07-08T07:00:00Z,221.4,7.55,0.37,634.3333333333334,20.5,NA,7.966666666666667,1.165,0.0315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
801XXX118,2008-06-11T07:00:00Z,217,7.95,NA,722,29.49,NA,8.17,NA,NA,NA,NA,6,0,80,NA,3,43,25.5,1
801XXX229,2009-06-09T07:00:00Z,246.3,9.7,NA,2624.5,21.17,6.6,8.100000000000001,2.69,0.249,NA,NA,10,0,0,NA,0,0,0,0.1
801XXX259,2008-06-29T07:00:00Z,182,8.93,NA,38.8,24.56,NA,8.12,NA,NA,NA,NA,34,6,0,NA,18,99,80.9,3.6
801XXX305,2008-06-04T07:00:00Z,345,11.38,NA,137.1,22.29,NA,8.59,NA,NA,NA,NA,0,12,0,NA,96,27,19.3,0
801XXX305,2012-06-19T07:00:00Z,291.1,2.08,0.94,753.775,21.4,4.5,7.92,4.63,0.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
801XXX305,2014-06-02T07:00:00Z,263.5,1.13,0.78,1624.3333333333333,21.4,41.400000000000006,7.476666666666667,3.75,0.32099999999999995,158.34,297.645,0,34,0,59,75,16,57.5,0.2
802FMCAIP,2005-06-14T07:00:00Z,NA,6.6,0,55,16.2,NA,NA,NA,NA,NA,NA,40,0,0,NA,28,97,43,NA
802FMCAIP,2011-06-07T07:00:00Z,36,10.54,0,45,8.8,1.03,7.8,0.112,0.054,NA,2.31,63,0,0,12,28,80,46.3,6.8
802HYC267,2006-06-27T07:00:00Z,96,9.07,NA,110,19.2,NA,8.22,NA,NA,NA,NA,NA,0,0,NA,53,NA,NA,NA
802HYC496,2008-07-01T07:00:00Z,92,6.92,NA,166,22.57,NA,7.65,NA,NA,NA,NA,6,5,0,NA,41,128,69.7,NA
802INC155,2008-06-30T07:00:00Z,62,6.32,NA,142,12.46,NA,7.28,NA,NA,NA,NA,9,9,0,NA,35,112,112.5,2.4
802INC172,2006-06-16T07:00:00Z,52,0.01,NA,117,19.3,NA,7.72,NA,NA,NA,NA,NA,0,0,NA,27,NA,NA,NA
802INC635,2007-05-20T07:00:00Z,88,NA,NA,120,11.7,NA,6.76,NA,NA,NA,NA,NA,17,0,NA,33,NA,NA,NA
802M16985,2019-05-10T07:00:00Z,292,7.8,1.05,2042,16.11,1,7.77,1.2,0.14,102.7,8.695,37,2,1,3,48,187,37.4,1.2
802M16999,2020-06-09T07:00:00Z,37.5,9.37,0.04,60.7,12.7,0.92,7.46,0.4,0.06,18,5.670000000000001,48,0,0,12,28,93,94.8,7.4
802M17015,2020-06-08T07:00:00Z,38.666666666666664,8.86,0.04,74.3,17.4,0.55,7.54,0.3,0.07,4.515000000000001,2.9000000000000004,23,0,0,2,32,93,68.6,5.5
802NJR147,2007-05-19T07:00:00Z,60,8.4,NA,85,14.8,1,6.75,NA,NA,NA,NA,NA,0,0,NA,7,NA,NA,NA
802NJR147,2014-06-26T07:00:00Z,63.5,6.48,0.06,144.4,13.3,0.21,7.37,0.015,0.2095,68.41,28.994,7,9,0,0,42,183,113.6,5.8
802NJR160,2006-06-07T07:00:00Z,112,1.8,NA,201,25.1,NA,9.8,NA,NA,NA,NA,NA,0,0,NA,30,NA,NA,NA
802NJR163,2007-05-19T07:00:00Z,66,9.4,NA,84,14.5,10,6.81,NA,NA,NA,NA,NA,0,0,NA,7,NA,NA,NA
802NJR543,2007-05-19T07:00:00Z,40,10.09,NA,50,11,0,5.76,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA
802PVD243,2006-06-07T07:00:00Z,132,1.45,NA,529,31.4,NA,10.03,NA,NA,NA,NA,NA,0,0,NA,100,NA,NA,NA
802RB8107,2010-05-24T07:00:00Z,NA,8.04,0.76,1515,20.29,NA,7.8,NA,NA,NA,NA,10,5,0,NA,90,73,22.3,1.6
802RB8196,2009-05-24T07:00:00Z,NA,9.28,NA,58,12.07,NA,8.87,NA,NA,NA,NA,42,3,5,NA,19,52,111.5,3.7
802RB8218,2009-06-23T07:00:00Z,NA,7.63,NA,65,9.87,NA,8.52,0.1899668,0.041,NA,NA,10,4,0,2,38,61,53.5,11.6
802RB8297,2010-05-25T07:00:00Z,NA,9.77,0.07,148,11.3,NA,8.21,NA,NA,NA,NA,25,5,0,NA,56,113,47.7,1.7
802RB8322,2010-05-24T07:00:00Z,NA,8.63,0.19,386,13.36,NA,7.7,NA,NA,NA,NA,52,4,0,NA,31,128,161.2,6
802RB8405,2010-05-26T07:00:00Z,NA,10.06,0.02,47,8.41,NA,8.48,NA,NA,NA,NA,77,7,0,NA,30,99,49.4,6.5
802RB8513,2009-06-22T07:00:00Z,NA,6.95,NA,233,16.26,NA,7.92,NA,NA,NA,NA,70,7,0,0,43,48,70.3,NA
802RB8605,2009-07-01T07:00:00Z,NA,7.54,NA,195,15.9,NA,7.48,0.2936,0.08,NA,NA,0,17,0,4,58,81,113.8,2.1
802RB8688,2009-07-01T07:00:00Z,NA,8.74,NA,144,14.39,NA,7.58,0.27235,0.0485,NA,NA,0,7,0,0,31,50,88.7,5.3
802S03234,2011-06-28T07:00:00Z,170,7.6,0.23,465,15.91,NA,7.08,0,0.03,124.719,467.259,1,20,0,22,95,61,46,NA
802S09698,2010-06-09T07:00:00Z,41,8.92,0.04,92,11.77,NA,6.8,0.3,0.08,80.02929999999999,11.964500000000001,69,2,0,0,22,156,103.9,4.8
802S09698,2015-04-21T07:00:00Z,86,9.18,0.09,197,10.81,0,7.59,0.7,0.04,26.728,30.2,29,0,0,0,50,93,51.8,2.6
802S09698,2016-04-26T07:00:00Z,69,10.04,0.09,189,6.48,0.8,7.9,0.2,0.04,8.254,9.7,46,4,0,0,47,119,57.5,2.6
802S09698,2017-05-30T07:00:00Z,45.96666666666667,9.45,0.06,117,16.67,0.1,7.55,0.2,0.065,5.764,5.2,45,1,2,0,36,151,48.4,2.1
802S09698,2018-06-05T07:00:00Z,85.5,8.34,0.13,262,65,0.3,7.42,0.7,0.06,NA,NA,20,0,0,0,39,144,41.3,2.1
802S09698,2019-06-19T07:00:00Z,54,8.6,0.07,141,17.78,0,8.63,NA,NA,7.659999999999999,12.7,46,0,0,3,26,130,46.1,1.8
802S09698,2020-06-10T07:00:00Z,46,9.23,0.05,72,9.7,0.78,6.92,0.1,0.05,51.3,11.7,40,0,0,0,40,151,48.4,2
802S10146,2011-06-28T07:00:00Z,99,5.68,0.15,305,19.42,NA,7.08,0,0.09,20.5545,350.61300000000006,2,2,0,19,55,70,43.6,NA
802S11394,2011-06-30T07:00:00Z,62,11.74,0.08,159,14.3,NA,7.23,0.46,0.05,NA,NA,92,4,0,12,18,127,114.6,6.3
802S25288,2011-06-30T07:00:00Z,61,8.26,0.07,158,16.09,NA,7.29,0.42,0.05,NA,NA,68,1,0,4,21,133,124.6,2.2
802S25949,2012-06-04T07:00:00Z,23,6.62,0.02,46.2,10.5,NA,7.57,0.081,0.04,12.0299,4.3,46,2,0,5,16,150,105.2,7.1
802S26909,2010-05-31T07:00:00Z,300,4.89,1.01,1977,21.56,NA,7.43,0.47,0.26,121.272,NA,0,26,0,14,49,80,105,0.3
802S27709,2010-05-31T07:00:00Z,340,3.9,1.02,2000,16.46,NA,6.83,0.88,0.55,216.242,31.404899999999998,0,57,0,1,69,75,127.3,0.4
802S33361,2012-06-05T07:00:00Z,72,7.83,0.08,176.2,11.6,NA,7.63,0.3,0.06,30.6797,12.2,12,7,0,1,41,94,50.1,2
802S33561,2012-06-04T07:00:00Z,58,6.33,0.06,132.4,17.4,NA,7.93,0,0.04,112.2447,36.1,37,12,0,5,45,94,96.9,4.4
802S37697,2012-07-12T07:00:00Z,140,8.33,0.28,665,25.9,NA,8.93,1.6,0.037,6.4629,28.2,0,0,0,0,1,0,0,0.6
802S45233,2013-06-12T07:00:00Z,62,9.24,0.05,113.7,13.2,NA,7.72,0.26,0.05,146.3075,37.035,29,1,0,11,26,219,111.8,5.1
802SJC453,2007-04-20T07:00:00Z,NA,9.02,NA,301,14.9,10,7.26,NA,NA,NA,NA,NA,10,0,NA,30,NA,NA,NA
802SJC453,2011-07-12T07:00:00Z,NA,9.56,0.13,279,29.05,NA,7.57,NA,NA,NA,NA,7,8,0,NA,51,53,30.3,1.7
802SJN851,2014-04-10T07:00:00Z,65,NA,NA,NA,NA,NA,NA,0.6,0.0865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
802SJN851,2014-05-21T07:00:00Z,70.5,NA,NA,NA,NA,NA,NA,0.2,0.052500000000000005,25.4876,29.5,NA,NA,NA,NA,NA,NA,NA,NA
802SJR116,2006-06-21T07:00:00Z,256,6.72,NA,1740,21.5,NA,8.19,NA,NA,NA,NA,NA,33,0,NA,90,NA,NA,NA
802SJR116,2011-07-25T07:00:00Z,NA,8.84,1.03,2011,20.53,NA,7.62,NA,NA,NA,NA,0,39,0,NA,82,109,113.5,1.2
802SJR116,2012-07-08T07:00:00Z,293.1,3.52,1.03,1695,22.8,2.3,7.61,0.11,0.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
802SJR116,2013-07-15T07:00:00Z,329,1.7,0.94,2195.5,20.9,50.7,7.225,0.682,0.503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
802SJR116,2014-06-12T07:00:00Z,326,3.72,0.95,2021.5,17.1,5.97,7.496666666666667,0.443,0.2815,5.77,1.156,0,28,0,1,55,137,112.5,0.2
802SJR587,2007-05-18T07:00:00Z,156,9.09,NA,257,21.5,0,6.83,NA,NA,NA,NA,NA,40,0,NA,43,NA,NA,NA
802SJR587,2014-06-03T07:00:00Z,157,7.32,0.19,385.5,19.1,0.42,7.66,0.023,0.186,66.44,16.737,8,21,0,3,50,153,63,2.3
802SNC070,2006-06-17T07:00:00Z,44,0.09,NA,72,13.5,NA,7.87,NA,NA,NA,NA,NA,0,0,NA,20,NA,NA,NA
802SWC020,2006-06-16T07:00:00Z,36,NA,NA,49,11.2,NA,7.37,NA,NA,NA,NA,NA,7,0,NA,20,NA,NA,NA
802SWC020,2011-07-12T07:00:00Z,NA,12.06,0.16499999999999998,700,9.9,NA,6.93,NA,NA,NA,NA,40,5,0,NA,24,58,102,9.6
802SWC020,2012-07-23T07:00:00Z,45.1,5.72,0.04,82.80000000000001,11.9,NA,6.6850000000000005,0.115,0.019999999999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
802SWC206,2006-06-15T07:00:00Z,56,2.45,NA,102,17.9,NA,7.63,NA,NA,NA,NA,NA,17,0,NA,53,NA,NA,NA
802SWC270,2008-06-30T07:00:00Z,86,6.39,NA,203,22.54,NA,7.48,NA,NA,NA,NA,40,9,0,NA,46,110,63.2,4.5
802SWC270,2013-06-24T07:00:00Z,86.1,2.78,0.1,250.10000000000002,15,1.4,6.665,0.345,0.252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
802SWC375,2007-04-19T07:00:00Z,0,10.84,NA,83,11,0,5.22,NA,NA,NA,NA,NA,0,0,NA,3,NA,NA,NA
802SWC375,2012-07-23T07:00:00Z,47.2,5.4,0.05,99.25,14.5,NA,6.825,0,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
802SWC419,2007-04-19T07:00:00Z,0,11.88,NA,151,7.6,10,6.29,NA,NA,NA,NA,NA,10,0,NA,27,NA,NA,NA
802SWC419,2013-06-24T07:00:00Z,69.7,7.51,0.07,186.7,13,NA,7.205,0.186,0.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
802SWC513,2009-06-22T07:00:00Z,NA,6.95,NA,233,16.26,NA,7.92,0.52017336,0.071,NA,NA,70,7,0,0,43,48,70.3,NA
802SWC535,2008-07-02T07:00:00Z,84,8.67,NA,177,15.26,NA,7.77,NA,NA,NA,NA,44,8,0,NA,30,137,160.5,2
802SWC535,2012-07-23T07:00:00Z,79.9,6.49,0.1,211.95,17.8,NA,7.085,0.06,0.169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
802WE0539,2000-07-19T07:00:00Z,NA,4.8,NA,99,24.6,0.21,7.38,0.304,0.066,26.19,9.52,NA,NA,NA,NA,NA,NA,NA,NA
802WE0658,2001-05-09T07:00:00Z,NA,6.4,NA,71.97,10,0.26,7.44,0.145,0.023,21.97,8.33,NA,NA,NA,NA,NA,NA,NA,NA
802WE0658,2015-04-21T07:00:00Z,40,8,0,104.7,7.9,0.57,10.1,0.115,0.0458,1.98,3.4,20,23,0,0,52,103,42.1,8
802WE0658,2021-06-07T07:00:00Z,52,6.75,0.06,91.1,13.1,0.44,8.28,0,0.05,40.300000000000004,26.299999999999997,20,0,0,1,33,74,63.9,4.4
802WE0794,2001-05-10T07:00:00Z,NA,6.8,NA,163.8,10.2,0.16,7.42,0.131,0.007,43.18,24.24,NA,NA,NA,NA,NA,NA,NA,NA
845CCC275,2009-06-09T07:00:00Z,149.9,8.98,NA,981.5,21.88,1,8.475,0.01,0.033,NA,NA,100,26,0,NA,63,6,3.2,0.3
845CTC480,2008-07-08T07:00:00Z,175,19.32,NA,190.8,32.35,NA,9.14,NA,NA,NA,NA,0,0,0,NA,0,0,0,0.1
845CTC480,2012-06-19T07:00:00Z,287,5.5,0.94,869.76,19.5,7.4,8.04,1.82,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
845M10601,2016-05-19T07:00:00Z,165,6.9,0.79,1556,18.9,NA,7.81,6.18,0.271,86,330,2,8,6,23,73,95,54.3,0.3
845PS0011,2008-05-14T07:00:00Z,200,12.63,0.7,1417,20.8,1.25,8.5,1.154,0.0605,12.85,17.17,23,28,3,NA,51,27,3.2,2
845PS0011,2008-05-29T07:00:00Z,184,8.57,0.6,1150,17,2.94,7.95,1.93,0.119,6.51,28.81,31,30,2,NA,52,22,30.5,2.4
845PS0011,2015-06-23T07:00:00Z,210,13.17,0.6,1211,28.11,NA,8.69,NA,NA,31,65,46,0,0,34,12,2,5,0.2
845PS0011,2016-05-19T07:00:00Z,35,9.56,0.57,1146,19.83,NA,8.13,0.335,0.189,87,170,12,0,0,62,1,6,7.4,0.6
845PS0011,2017-06-29T07:00:00Z,147,11.29,0.55,1106,22.91,19.2,8.09,1.426,0.313,92,74,10,0,0,94,3,7,11.8,0.6
845PS0011,2018-06-12T07:00:00Z,145,13.24,0.7,1356,24.96,4,8.47,0.823,0.152,57,210,14,50,0,77,64,18,26.3,0.7
845PS0011,2019-06-06T07:00:00Z,189,6.84,0.6,1297.3333333333333,20.07,6.865,7.8149999999999995,0.772,0.1685,NA,NA,60,2,0,91,2,7,5,0.6
845PS0011,2020-06-08T07:00:00Z,158.33333333333334,8.3,0.7,1281,18.15,3.83,7.996666666666667,0.82885,0.052450000000000004,103,190,39,20,0,60,27,5,0,0.6
845RB8175,2009-06-09T07:00:00Z,139.2,8.57,NA,976.3333333333334,22.92,1,8.296666666666667,0.37,0.031,NA,NA,100,0,0,NA,6,0,0,0
845RB8275,2009-06-09T07:00:00Z,NA,8.98,NA,952,21.88,NA,8.51,NA,NA,NA,NA,100,26,0,NA,63,6,3.2,0.3
845RB8441,2010-05-25T07:00:00Z,NA,9.95,0.49,986,20.56,NA,8.41,NA,NA,NA,NA,80,20,0,NA,22,0,0.5,0.3
845RB8633,2011-07-26T07:00:00Z,NA,13.29,0.66,1346,34.37,NA,9.97,NA,NA,NA,NA,0,0,0,NA,0,0,0,0.3
845RB8633,2013-07-08T07:00:00Z,226.5,12.5,0.54,1258,20,13.8,7.655,2.36,0.258,5.1948,4.623,0,0,0,NA,0,0,0,0.4
845SGB007,2005-05-25T07:00:00Z,NA,5.73,0.4,830,25.71,1.9,7.84,2.0622,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901ATCAAS,2008-06-05T07:00:00Z,120,9.1,NA,409,14,0.72,NA,0.0906,0.0504,5.3,9.63,47,0,0,NA,4,174,79.3,6
901ATCTCx,2005-06-10T07:00:00Z,150,8.5,0.2,319.5,18,NA,8.5,NA,NA,NA,NA,0,1,0,NA,6,103,118.3,NA
901ATCTCx,2009-04-21T07:00:00Z,162,9.2,0.1,150,17.8,0.05,8.3,NA,NA,NA,NA,79,22,0,59,27,133,71.2,1.8
901BELOLV,2013-04-04T07:00:00Z,250,8,0.4,830,14.4,NA,9.3,0.0753,0.0391,9.69,6.88,26,23,0,31,36,140,43,3.2
901BELOLV,2014-03-27T07:00:00Z,230,8.32,0.3,675,14.7,NA,10.8,0.0549,0.043399999999999994,7.25,13.4,38,6,0,26,26,114,30.1,2.4
901BELOLV,2014-05-01T07:00:00Z,280,5.98,0.5,1027,15.8,0,7.5,0.0985,0.05255,9.22,8.06,6,2,0,43,14,155,32,3.2
901BELOLV,2015-03-26T07:00:00Z,117,6.8,0.56,907,15.2,0.23,7.72,0.0511,0.0441,16.44,5.615,29,0,0,5,6,172,118.8,-2.4
901BELOLV,2019-05-09T07:00:00Z,195,9.01,NA,780,15.2,0.68,7.89,NA,NA,NA,NA,87,1,0,5,3,142,55.2,4.6
901CSCADC,2011-05-26T07:00:00Z,104,6.81,0.2,406,14.6,3.21,7.91,0.459,0.0451,6.64,20.82,44,0,0,17,23,155,23.2,6.5
901DCCDCx,2005-06-07T07:00:00Z,200,5.9,0.2,474.5,23.5,NA,8.6,NA,NA,NA,NA,0,0,0,NA,8,71,56,NA
901DCCSMC,2011-05-16T07:00:00Z,184,9.1,0.2,436.3,15.3,0.62,8.3,0.22,0.055,2.89,9.24,54,0,0,8,17,98,39.9,2.4
901M14118,2015-04-30T07:00:00Z,170,10.05,0.51,1014.6666666666666,18.88,0.09,7.88,3.5,NA,18.6,41.7,72,0,0,9,24,145,46,7.3
901M14124,2015-06-23T07:00:00Z,317.5,13.3,3.46,6459.5,20.59,1.1,8.165,1.7,NA,54,170,77,5,0,42,32,2,5.5,0.5
901M14126,2016-05-17T07:00:00Z,181.5,8.29,1.81,3422,19.43,1.77,7.625,3.57,0.349,NA,NA,2,0,0,24,78,78,63,0.2
901M14134,2016-04-25T07:00:00Z,194,9.85,0.7,1376,19.96,0.21,7.825,0.617,0.12,NA,NA,20,1,0,16,35,87,71.5,1.6
901M14137,2017-06-20T07:00:00Z,339,12.7,2.96,5359,17.74,0.06,7.619999999999999,0.495,0.74,NA,NA,9,13,3,68,39,81,157.9,1.3
901M14138,2017-06-20T07:00:00Z,204,13.71,0.58,1136,18.87,NA,7.61,0.405,0.076,NA,NA,13,0,0,66,32,80,69.2,1.3
901M14141,2018-04-30T07:00:00Z,30,NA,NA,2220,NA,0.155,5.195,0.3325,0.0497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901M14145,2019-06-27T07:00:00Z,195.6,8.9,1,1920,20.34,0.37,7.968571428571429,0.177,0.04306666666666667,NA,NA,86,7,0,53,54,10,22.2,0.6
901M14149,2019-05-09T07:00:00Z,182,8.59,0.6,1215,19.45,NA,8.33,NA,NA,NA,NA,19,12,0,25,60,51,17.7,1
901M14149,2019-05-29T07:00:00Z,181.5,8.59,0.6,1351,19.45,0.355,7.73,0.6608,0.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901M14150,2020-05-21T07:00:00Z,202.66666666666666,8.22,0.4,868,20.08,0.8200000000000001,7.826666666666667,1.034,0.0224,2.71,2.66,NA,NA,NA,NA,NA,NA,NA,NA
901M14153,2020-06-02T07:00:00Z,148.33333333333334,10.61,1.1,2149,18.46,0.49,7.989999999999999,0.7205,0.00985,11.799999999999999,50.7,NA,NA,NA,NA,NA,NA,NA,NA
901M14155,2021-04-27T07:00:00Z,132.75,7.89,0.45,935,14.07,0.25,7.436,0.7863333333333333,0.08445,28.9,109.75,NA,NA,NA,NA,NA,NA,NA,NA
901NP9CSC,2017-04-04T07:00:00Z,152,7.2,0.29,591,17.64,0.25,6.85,0,0,NA,NA,34,0,0,65,7,94,112.1,-3.5
901NP9FLC,2014-03-27T07:00:00Z,270,6.03,0.6,1111,13.1,0,7.7,0.0671,0.0205,7.78,0.85,27,0,1,0,9,113,44.1,10.3
901NP9FLC,2014-04-30T07:00:00Z,250,6.23,0.1,214.5,14.3,3.42,7.5,0.1195,0.02765,8.14,2.99,3,0,0,0,18,110,45.5,11.4
901NP9FLC,2015-03-25T07:00:00Z,143,7.7,0.59,940,14.61,3.18,7.76,0.106,0.0451,3.97,3.32,13,1,0,6,16,110,131.4,-9.7
901NP9FLC,2017-05-10T07:00:00Z,214,8.5,0.4,904,13.8,0.3,8.5,0.078,0.035,NA,NA,60,0,0,21,5,104,54.2,9.5
901NP9HJC,2017-05-11T07:00:00Z,128,8.37,0.2,492,14.2,0.11,8.4,0.049,0,NA,NA,64,0,0,21,8,130,78,4.5
901NP9LCC,2014-03-26T07:00:00Z,140,2.85,0.4,719,13.5,0.37,7.3,0.295,0.0565,11.4,3.94,0,0,0,20,82,115,6.8,3.6
901NP9LCC,2017-05-10T07:00:00Z,104,8.3,0.3,566,15.2,0.64,8.1,0.0182,0,NA,NA,40,0,0,50,25,121,52.4,4.8
901NP9MRC,2017-03-27T07:00:00Z,120,9.78,0.3,565,11.14,1.15,7.64,0.55,0,NA,NA,58,13,0,18,27,155,57.4,-2.5
901NP9TNC,2018-04-24T07:00:00Z,215,7.15,NA,754.9,15.13,0.22,7.48,NA,NA,NA,NA,71,5,0,8,24,139,129,3.7
901PS0057,2008-05-14T07:00:00Z,260,5.4,0.6,1226,14.4,0.94,8.15,0.274,0.0849,5.21,1.93,14,30,18,NA,39,122,103.7,2.1
901S00313,2009-04-30T07:00:00Z,136.25,6.6,0.1,153,13.7,NA,7.7,0.273,0.0363,22.71,9.78,33,0,0,47,35,147,99.1,4
901S00469,2009-05-13T07:00:00Z,197.33333333333334,6.78,0.1,130.3,26.4,0.8,7.5,0.427,0.0212,22.04,14.25,21,2,0,22,34,156,64,1.6
901S00469,2017-05-09T07:00:00Z,162,8.7,0.3,660,16.3,0.87,8.4,0.119,0,93.3,164,48,0,0,45,36,96,60.9,2.9
901S00531,2009-05-07T07:00:00Z,426,8.45,1,2012,15.2,0.48,8.4,0.598,0.319,36.28,69.95,100,0,0,98,0,66,0.9,2
901S00531,2009-05-18T07:00:00Z,168.5,8.86,NA,2084,17.46,0.75,7.96,0.43,0.257619,NA,NA,16,2,0,84,18,7,0,1.1
901S00531,2021-04-21T07:00:00Z,250,14.06,0.98,1904,21.39,NA,8.64,NA,NA,NA,NA,0,0,0,40,1,8,0,1.3
901S00531,2021-04-27T07:00:00Z,250,NA,NA,1920,NA,0.44,8.684999999999999,0.521,0.0422,111,204,NA,NA,NA,NA,NA,NA,NA,NA
901S00997,2009-05-14T07:00:00Z,323.3333333333333,5.98,2.6,1046,15.8,1.79,7.7,2.8244499999999997,0.245,99.06,209.43,0,12,0,72,38,52,11.4,0
901S01705,2009-05-14T07:00:00Z,156.66666666666666,5.5,0.3,560,16.9,0.1,7.7,0,0.0316,22.22,30.16,22,2,0,52,22,121,70.7,2.5
901S01705,2017-05-09T07:00:00Z,100,9.28,0.2,505,15.5,0.06,8.5,0.105,0,0,14.3,44,0,0,37,8,112,33.7,1.7
901S01811,2009-05-07T07:00:00Z,272.3333333333333,9.26,1.5,2891,18.1,0.4,7.9,3.142,0.357,37.16,37.52,7,3,0,26,83,177,64.2,1.2
901S01849,2010-06-01T07:00:00Z,185,4.11,0.3,532,17.8,0.71,8.47,0.289,0.0619,26.67,61.9,61,3,0,31,37,160,53.9,5.4
901S01849,2017-05-10T07:00:00Z,0.05,8.52,0.3,568,15.3,0.05,8.4,0.075,0,NA,NA,50,0,0,26,27,147,60.8,3.8
901S02702,2010-06-02T07:00:00Z,276,3.72,1.7,3193,19.4,6.4,7.63,1.14,0.224,34.46,30.04,0,2,0,18,99,159,35.6,1
901S02873,2010-06-01T07:00:00Z,204.5,8.4,0.3,621,16.2,14,7,0.12,0.0361,6.19,8.89,53,9,0,9,58,135,86.7,0.2
901S04309,2011-05-16T07:00:00Z,152.66666666666666,9.37,0.3,545,16.3,0.25,8.34,0.175,0.0609,7.31,8.15,31,5,0,26,19,93,39.5,2.7
901S04409,2011-05-19T07:00:00Z,117.5,10.27,0.2,428,13,1.53,8.3,0.158,0.0866,6.01,28.42,71,2,1,14,50,146,45.8,5.2
901S04565,2011-05-26T07:00:00Z,166,8.3,0.3,530,17.7,4,8.08,0.122,0.044,6.03,9.15,48,0,0,12,21,125,63.1,3.6
901S06030,2009-04-30T07:00:00Z,215.33333333333334,8.4,4.5,8000,17.2,8.21,7.9,1.0559500000000002,0.278,144.3,6.93,0,19,0,28,67,89,85,1.7
901S06798,2011-05-17T07:00:00Z,149.75,5.25,1.4,2763,17.1,5.22,7.99,1.33,0.127,6.35,23.3,12,49,0,14,94,153,58.8,0
901S06851,2011-05-19T07:00:00Z,154,4.4,0.8,1632,16.4,1.89,7.7,1.05,0.1485,11.43,49.64,18,2,0,42,39,6,14.1,0.1
901S06969,2012-05-31T07:00:00Z,187,3.14,0.3,712,22.6,1.02,7.2,0.0611,0.0387,13.5,18.5,1,12,0,11,47,96,59.1,3.6
901S11685,2012-05-31T07:00:00Z,234.5,1.85,0.9,1552,18.4,0,7.09,0.183,0.07285,65.8,215,0,21,0,5,62,133,37.6,1.8
