"MasterID","SampleDate","Replicate","New_Lat","New_Long","PSA2","PSA6c","DevSet","SelectedSample","Nitrogen_Total_mgPerL","Phosphorus_as_P_mgPerL","Chlorophyll_a_mgPerm2","Ash_Free_Dry_Mass_mgPercm2","PCT_MAP","CSCI","ASCI_D","ASCI_H"
"312MZCDBC","5/13/2014",1,34.77058,-119.9364,"Arid","CH","Cal","NotSelected",0.053,0.0097,3.7,0.277,50,0.717888497,1.232404967,1.189470014
"312PS0099","6/14/2010",1,34.77958,-119.958,"Arid","CH","Cal","Selected",0.094,0.0116,7.32,0.662,1,1.093050444,0.90329288,0.934875909
"312PS0099","6/14/2010",2,34.77958,-119.958,"Arid","CH","Cal","Selected",0.094,0.0116,7.32,0.662,1,0.815237427,0.680658811,0.743368641
"312RYCALR","6/16/2010",1,34.67439,-119.2975,"Arid","CH","Cal","Selected",0.0579,0.0124,14.67,1.261,12,1.265536668,0.994009185,1.084958806
"315CHCALS","6/15/2010",1,34.5935018,-120.53067,"Arid","CH","Val","Selected",0.473,0.01,29.25,1.012,73,0.921606998,0.687897994,0.711713532
"402MTCUNF","6/5/2012",1,34.51751,-119.3792,"Arid","SC","Cal","Selected",0.104,0.0168,27.2,3.86,8,1.134685346,1.08606978,1.189030977
"402S09503","6/4/2012",1,34.4975675,-119.33913,"Arid","SC","Cal","Selected",0,0.0069,21.9512,1.7561,9,0.947959363,1.057508775,0.997728478
"403LNCASC","6/15/2010",1,34.53901,-119.1612,"Arid","SC","Cal","Selected",0.0631,0.0075,19.56,1.126,27,1.07514333,0.977514301,1.0738786
"403S00064","6/18/2014",1,34.64437,-118.5136,"Arid","SC","Cal","Selected",0.0755,0.0376,8.9,2.41,20,0.930983297,0.659329291,0.74957929
"403S00064","6/2/2010",1,34.64437,-118.5136,"Arid","SC","Cal","NotSelected",0.245,0.0167,154.98,1.524,62,0.962720887,1.084221545,1.114667822
"403S00875","6/24/2010",1,34.55665,-119.3063,"Arid","SC","Val","Selected",0.0626,0.01,18.64,2.724,28,0.777740532,0.963219405,1.051258077
"403S00960","6/2/2010",1,34.59076,-118.4618,"Arid","SC","Cal","Selected",0.162,0.016,10.71,1.029,45,0.974337954,0.901379775,1.059171077
"403S01536","7/12/2011",1,34.56909,-118.3921,"Arid","SC","Cal","Selected",0.603,0.0287,4.63,21.039,3,0.980598751,0.668390441,0.628564118
"403S01536","7/12/2011",2,34.56909,-118.3921,"Arid","SC","Cal","Selected",0.603,0.0287,4.63,21.039,3,1.019545195,0.809737148,0.782547477
"403S02139","7/17/2012",1,34.6716022,-119.0172,"Arid","SC","Cal","Selected",0,0.018,29.9236,2.48051,2,1.174203233,1.149822301,1.065558991
"403S03643","6/24/2010",1,34.56209,-119.1289,"Arid","SC","Cal","Selected",0.0891,0.0146,18.48,2.029,42,0.995403117,0.713545104,0.747714159
"403S03643","6/24/2010",2,34.56209,-119.1289,"Arid","SC","Cal","Selected",0.0891,0.0146,18.48,2.029,42,0.979269694,0.806470105,0.835887158
"403S06315","6/27/2012",1,34.5922323,-119.31034,"Arid","SC","Cal","Selected",0.23,0.0092,29.5,3.76,27,0.937862059,0.938538322,1.023524074
"403STC064","6/8/2011",1,34.55815,-119.1046,"Arid","SC","Cal","Selected",0.0549,0.0073,4.46,0,11,1.023525499,1.026426189,1.147904665
"403STC086","6/21/2011",1,34.55625,-119.2059,"Arid","SC","Cal","Selected",0.141,0.015,5.79,0.26,11,1.010099079,1.193401965,1.218281247
"403STC086","6/21/2011",2,34.55625,-119.2059,"Arid","SC","Cal","Selected",0.141,0.015,5.79,0.26,11,0.880350174,1.12402397,1.200875259
"403WE0540","5/14/2014",1,34.65097,-119.1203,"Arid","SC","Cal","Selected",0.142,0.0084,10.3,1.08,22,0.789318439,1.02309461,1.085641075
"403WE1027","5/30/2013",1,34.72655,-119.0294,"Arid","SC","Cal","NotSelected",1.72,0.0103,7.71,0.77,5,1.000283464,0.748482793,0.63556204
"403WE1027","5/14/2014",1,34.72655,-119.0294,"Arid","SC","Cal","NotSelected",1.62,0.019,10.2,0,0,1.069516945,0.854863983,0.884124236
"405BRCAMS","6/7/2011",1,34.27377,-117.899,"Arid","SC","Val","Selected",0.124,0.0086,8.95,0,0,1.252667982,0.692685186,0.746668494
"405BRCASG","5/7/2014",1,34.24092,-117.8845,"Arid","SC","Val","Selected",0.082,0,15.8,0.442,0,1.264963576,1.022270376,0.986975558
"405WER318","6/2/2009",1,34.26819,-117.8929,"Arid","SC","Val","Selected",0.161,0.0139,14.84,2.015,27,1.164320812,1.021427894,0.921689916
"504DCFRxx","7/27/2010",1,40.1050351,-122.03923,"Arid","CH","Val","Selected",0.286,0.0734,46.13,1.721,21,0.997018343,1.093054737,1.08253888
"504PS0227","8/12/2009",1,39.98926,-121.9698,"Arid","CV","Cal","Selected",0.155,0.0274,23.02,1.294,41,0.970581761,0.82860625,0.856519014
"504WE0527","7/2/2013",1,40.10752,-122.0311,"Arid","CH","Val","NotSelected",0.265,0.0339,73.9,2,16,0.933872064,0.889749037,0.868512789
"504WE0527","7/2/2013",2,40.10752,-122.0311,"Arid","CH","Val","NotSelected",0.265,0.0339,73.9,2,16,0.900887784,0.933878628,0.872213008
"505BMCMCR","8/4/2010",1,41.09567,-122.136,"Wet","NC","Cal","Selected",0.355,0.0207,8.31,0.221,0,0.842424688,0.902534504,0.964920672
"505BMCMCR","8/4/2010",2,41.09567,-122.136,"Wet","NC","Cal","Selected",0.355,0.0207,8.31,0.221,0,1.049368035,1.136984272,1.018406969
"505LBCAMR","8/7/2013",1,41.09205,-122.1127,"Wet","NC","Cal","Selected",0.11,0.019,12.8,0.471,0,0.899016079,0.840312463,0.865498597
"505PS0110","8/3/2010",1,41.09656,-122.2015,"Wet","NC","Val","NotSelected",0,0.0172,33.31,0.398,6,0.943203245,1.023352162,1.098408598
"505PS0110","9/16/2010",1,41.09656,-122.2015,"Wet","NC","Val","Selected",0.0658,0.005,19.88,0.447,6,1.017815496,0.931098088,1.037688992
"505PS0174","9/27/2011",1,40.99701,-122.0591,"Wet","NC","Cal","Selected",0.0645,0.0131,25.13,0.74,15,1.111918198,1.002536176,1.021913767
"507MZCAML","7/17/2012",2,40.53117,-121.5529,"Wet","SN","Cal","Selected",0.0504,0.0266,4.1,0.997,0,0.891652039,1.004318874,0.962535454
"509ACNFPP","9/25/2014",1,40.24152,-121.8626,"Arid","CH","Cal","Selected",0.268,0.0745,15.7,0.544,0,1.00012199,0.929944583,0.941542536
"509BSCADC","8/31/2011",1,40.10206,-121.6636,"Wet","SN","Cal","Selected",0.129,0.0518,11.54,0.722,56,1.00610623,1.055768342,1.044963412
"509CBCADC","8/24/2010",1,40.20222,-121.509,"Wet","SN","Cal","Selected",0.0713,0.0307,11.85,0.459,1,0.933663019,1.016200652,1.031295471
"509CTCADC","7/10/2012",1,40.2206384,-121.41317,"Wet","SN","Cal","Selected",0.14,0.0231,4.1,1.14,1,0.909701266,1.097258567,0.943267021
"509FCA054","8/27/2013",1,40.21812,-121.9989,"Arid","CH","Val","Selected",0.0579,0.0225,10.1,0.667,NA,0.908741518,0.955764134,0.96167683
"509PS0085","9/7/2011",1,40.25516,-121.559,"Wet","SN","Cal","Selected",0,0.0599,3.46,0.649,5,1.047792087,0.816339787,0.947073289
"509PS0085","9/7/2011",2,40.25516,-121.559,"Wet","SN","Cal","Selected",0,0.0599,3.46,0.649,5,1.111790923,0.854932304,0.983404178
"509PS0170","7/26/2010",1,40.26505,-121.7681,"Arid","CH","Cal","Selected",0.0611,0.0195,8.87,0.534,29,1.042375491,1.037792675,1.138049401
"509PS0234","7/21/2011",1,40.23195,-121.899,"Arid","CH","Cal","NotSelected",0.0879,0.0222,4.07,0.518,14,0.89927076,1.003473563,1.077203563
"509PS0234","8/15/2011",1,40.23195,-121.899,"Arid","CH","Cal","Selected",0.0714,0.0288,29.67,1.141,1,1.110233168,0.962384167,1.011681345
"509PS0334","9/12/2012",1,40.22426,-121.989,"Arid","CH","Cal","Selected",0.0808,0.0266,40.1,1.22,3,0.924409901,0.87554226,0.970359086
"513PS0008","6/11/2009",1,38.93239,-122.9322,"Arid","CH","Cal","NotSelected",0.16,0.0165,17.36,0.994,16,0.769277353,1.082641319,1.103773039
"513PS0008","9/1/2010",1,38.93239,-122.9322,"Arid","CH","Cal","Selected",0.109,0.0282,7.85,1.295,8,0.801565015,0.774426313,0.857033714
"513PS0200","7/30/2012",1,39.18001,-122.6673,"Wet","NC","Val","Selected",2.72,0.0124,8.77,0.805,5,0.502836843,0.82166832,0.798622977
"513STCAIV","6/27/2012",1,39.18457,-122.5357,"Arid","CH","Cal","NotSelected",0.141,0.0088,6.55,0.654,65,0.66500948,1.154652563,1.150255007
"513STCAIV","6/12/2014",1,39.18457,-122.5357,"Arid","CH","Cal","Selected",0.101,0.0078,12.7,1.13,8,0.677468068,1.253353568,1.202869722
"513UNCAKC","7/13/2009",1,39.16741,-122.5077,"Arid","CH","Cal","Selected",0.131,0.0618,4.22,3.86,34,0.609867318,0.826216296,0.898084876
"514BMCARC","9/27/2011",1,38.87263,-120.7436,"Wet","SN","Cal","Selected",0.0556,0.0128,4.55,0.135,0,1.096933093,1.188390598,1.246724841
"514DNCLDC","9/7/2010",1,39.13877,-120.4756,"Wet","SN","Cal","Selected",0.095,0.0232,2.1,0.317,25,1.098843401,0.903702694,0.862047603
"514FC1278","5/28/2014",1,39.14468,-120.4665,"Wet","SN","Val","Selected",0.0614,0.0053,1.92,0.273,NA,1.12018007,1.053350957,1.008550221
"514ICEUPx","8/13/2014",1,38.82008,-120.314,"Wet","SN","Val","Selected",0.114,0.12,14.6,0.448,3,0.969811606,1.07532156,0.981875365
"514LNCASC","8/18/2011",1,38.81357,-120.2261,"Wet","SN","Cal","Selected",0,0.0063,0,0.221,6,1.040827993,0.945002761,0.923604827
"514LNCASC","8/18/2011",2,38.81357,-120.2261,"Wet","SN","Cal","Selected",0,0.0063,0,0.221,6,0.999427283,0.748557238,0.862274448
"514LNCASC","8/30/2011",1,38.81357,-120.2261,"Wet","SN","Cal","NotSelected",0,0.0068,0,0,1,0.823080859,0.87266474,0.925192199
"514SBCAMR","8/17/2011",1,38.76078,-120.1069,"Wet","SN","Cal","Selected",0,0.005,0,0,0,1.316496368,0.971728187,0.973531767
"514SBCAMR","8/29/2011",1,38.76078,-120.1069,"Wet","SN","Cal","NotSelected",0.0286,0.0113,0,0.313,4,1.281528255,0.894412607,0.983783891
"517FCA046","7/11/2013",1,39.46546,-120.9674,"Wet","SN","Val","NotSelected",0,0.0048,5.56,0.273,NA,0.882159505,1.115171091,1.160470741
"517FCA046","8/14/2013",1,39.46546,-120.9674,"Wet","SN","Val","Selected",0,0,11.2,0.333,NA,0.899173673,0.735485653,0.837611717
"517PS0054","7/28/2010",1,39.4458,-121.0336,"Wet","SN","Cal","Selected",0,0.0111,6.24,0.425,4,1.080832213,1.037705579,0.981795728
"517PS0074","9/20/2011",1,39.62372,-120.7248,"Wet","SN","Cal","Selected",0.0288,0,3.33,0.412,7,1.092034995,0.975677882,1.007024115
"518BTCASC","6/12/2013",1,40.18695,-121.3068,"Wet","SN","Cal","Selected",0.0578,0.0131,3.47,0.216,38,0.971268058,0.803585842,0.921641431
"518CHCANF","7/12/2012",1,39.72004,-121.4215,"Wet","SN","Val","Selected",0.0759,0.0245,5.92,0.977,4,1.094030748,0.909461471,0.872134017
"518CPCRCR","8/20/2014",1,40.00466,-121.2706,"Wet","SN","Cal","Selected",0.0493,0.133,3.47,0,49,1.011258736,0.93093684,0.941528781
"518CPCRCR","8/20/2014",2,40.00466,-121.2706,"Wet","SN","Cal","Selected",0.0493,0.133,3.47,0,49,0.933682783,0.790504036,0.830301883
"518FCA075","8/12/2013",1,39.90613,-121.0468,"Wet","SN","Cal","Selected",0.0295,0.0195,3.03,0.197,NA,1.099699352,0.988363136,1.085689192
"518GZCUPx","6/30/2014",1,39.88993,-121.2779,"Wet","SN","Cal","NotSelected",0.0519,0.0113,12.6,0.26,0,0.901956664,1.094850965,1.091494428
"518KNCAWC","8/15/2011",1,40.45028,-121.3672,"Wet","SN","Cal","Selected",0,0.0128,0,0,55,1.220479458,0.965456521,1.15582086
"518PS0033","6/29/2009",1,39.9098,-121.0706,"Wet","SN","Cal","Selected",0.02,0.0516,11.99,0.651,0,1.211984313,1.115043429,1.064604297
"518PS0073","8/16/2011",1,39.9594516,-120.25461,"Wet","SN","Cal","Selected",0,0.0199,21.97,1.321,52,0.888258367,0.927269039,1.078713871
"518PS0093","9/24/2012",1,39.99822,-120.7378,"Wet","SN","Val","Selected",0.029,0.0153,44.7,0.687,0,1.192501209,0.706022705,0.782307496
"518PS0113","7/9/2012",1,40.0713,-121.2563,"Wet","SN","Val","Selected",0.148,0.012,13.6,0.452,13,1.04399415,1.004780383,1.005634566
"518PS0113","7/9/2012",2,40.0713,-121.2563,"Wet","SN","Val","Selected",0.148,0.012,13.6,0.452,13,1.090588749,1.020401946,1.044546005
"518RCNAPC","8/11/2009",1,40.3999116,-121.44101,"Wet","SN","Val","Selected",0.0432,0.043,13.33,0.614,2,1.255962115,0.89048037,0.9795964
"518RCNAPC","8/18/2014",1,40.3999116,-121.44101,"Wet","SN","Val","NotSelected",0.0727,0.0455,10.1,0.433,0,1.069747891,0.945741429,0.966833729
"518SDCAHR","6/12/2013",1,40.21189,-121.2724,"Wet","SN","Val","Selected",0.11,0.0159,4.06,0.218,14,0.907204419,0.843037288,0.901698267
"518SED086","8/17/2011",1,39.80622,-121.0421,"Wet","SN","Cal","Selected",0,0.0075,10.03,0.256,23,1.095469744,0.901232,0.979089712
"518SNCABC","9/26/2012",1,39.62143,-120.1923,"Wet","SN","Cal","Selected",0.044,0.0257,47.1,1.28,43,1.001037425,0.921940889,0.996197351
"518WE0521","6/19/2013",1,39.81297,-120.6821,"Wet","SN","Val","NotSelected",0,0.0094,1.5,0.195,14,0.844415927,1.167155658,1.088716064
"518WLCBWL","8/5/2013",1,40.38538,-121.3409,"Wet","SN","Val","Selected",0.128,0.0242,3.05,0.554,4,1.122859546,0.862471531,0.959833762
"518YLCAFR","8/17/2011",1,40.01206,-121.2475,"Wet","SN","Cal","Selected",0,0.0143,4.05,0.254,4,1.089147197,0.889539913,1.007229024
"522CE0027","6/9/2014",1,39.29118,-122.559,"Arid","CH","Cal","Selected",0.137,0.0085,35.8,0.909,4,0.895117528,0.915678912,0.97805229
"522GSCBSC","9/24/2009",1,39.72237,-122.7236,"Arid","CH","Val","Selected",0.0694,0.0126,19.42,1.211,38,0.689753118,0.905085092,1.041515506
"522PS0504","6/11/2013",1,39.2809,-122.6249,"Arid","CH","Cal","Selected",0.0488,0.0248,5.41,2.66,20,0.494839753,0.845681501,0.952493457
"522PS0504","6/11/2013",2,39.2809,-122.6249,"Arid","CH","Cal","Selected",0.0488,0.0248,5.41,2.66,20,0.443070936,0.954216744,1.06687899
"523PS0172","8/10/2011",1,39.93459,-122.8274,"Wet","NC","Cal","Selected",0.117,0.0358,8.08,0.447,43,1.096117767,1.050666238,1.024071221
"523TMCATG","10/5/2009",1,39.85365,-122.6709,"Arid","CH","Cal","Selected",0.0886,0.0064,10.39,0.977,37,0.952579688,0.938906295,0.903883257
"524PS0342","7/18/2012",1,40.16992,-122.6753,"Arid","CH","Cal","Selected",0.162,0.0317,12.1,0.734,21,0.894271419,0.662991744,0.66605712
"524PS0650","7/1/2014",1,40.54268,-122.5802,"Arid","CH","Cal","Selected",0.0521,0.0168,8.79,0.169,0,1.082496536,1.046555626,1.072593584
"524PS0650","7/1/2014",2,40.54268,-122.5802,"Arid","CH","Cal","Selected",0.0521,0.0168,8.79,0.169,0,1.078895057,0.949603737,1.000113786
"524PS0650","7/17/2014",1,40.54268,-122.5802,"Arid","CH","Cal","NotSelected",0.0587,0.0189,4.39,0,0,1.161103686,1.114255322,1.100887255
"526PNCAMF","6/25/2013",1,41.36145,-120.2821,"Arid","DM","Cal","Selected",0.065,0.0988,15.3,7.35,10,0.936774128,1.014561003,1.141538575
"526PS0072","9/21/2009",1,41.13511,-120.8003,"Arid","DM","Cal","NotSelected",0.37,0.0405,3.09,0.381,21,0.947578117,1.08722559,1.144708901
"526PS0072","9/15/2010",1,41.13511,-120.8003,"Arid","DM","Cal","NotSelected",0.479,0.0387,29.15,3.114,65,0.906270563,0.801853954,0.859129131
"526PS0072","8/7/2014",1,41.13511,-120.8003,"Arid","DM","Cal","Selected",0.135,0.0302,1.61,0,20,0.834868043,0.926689459,0.930651746
"526PS0396","9/1/2009",1,41.37827,-120.4142,"Arid","DM","Val","Selected",0.224,0.0313,6.23,0.838,36,1.004110197,1.134844205,1.04653846
"526PS1100","8/21/2012",1,41.29135,-120.2497,"Arid","DM","Val","Selected",0.0827,0.0424,13,0.358,4,0.943557459,0.889660723,1.047854164
"526PS1144","8/22/2012",1,41.08256,-120.3494,"Arid","DM","Cal","Selected",0.314,0.117,24.8,5.4,27,0.698779103,0.904635227,0.991368619
"526PS1420","6/25/2013",1,41.3656,-120.4583,"Arid","DM","Val","Selected",0.184,0.0428,5.44,1.9,21,1.005644226,0.934279459,0.89144066
"526PSCBLK","8/21/2012",1,41.16098,-120.2893,"Arid","DM","Cal","Selected",0.123,0.0243,3.32,0.39,0,0.581829518,0.823416754,0.738756058
"526WER123","8/21/2012",1,41.27281,-120.2734,"Arid","DM","Cal","Selected",0.113,0.047,71.2,1.05,0,1.082078361,1.033241419,1.040669616
"526WTCACT","6/24/2013",1,41.44265,-121.0154,"Arid","DM","Val","Selected",0.0899,0.0421,12.3,0.766,0,1.11957849,1.022380875,1.081270346
"527PS1156","8/21/2012",1,41.94675,-120.2888,"Arid","DM","Val","Selected",0.0583,0.0193,10.7,0.315,22,1.10308408,0.957478497,1.020032022
"527PS1156","8/21/2012",2,41.94675,-120.2888,"Arid","DM","Val","Selected",0.0583,0.0193,10.7,0.315,22,0.956928926,1.145239387,1.228146671
"532PTCAER","8/19/2013",1,38.51109,-120.3374,"Wet","SN","Cal","Selected",0.241,0.0324,18.1,0.425,0,1.127684932,0.865143219,0.929151818
"534CFSAIM","7/27/2009",1,38.41613,-119.7399,"Wet","SN","Cal","Selected",0.0874,0.0646,0,0.546,22,0.991769946,0.824830325,0.91234025
"534CFSAIM","7/27/2009",1,38.41613,-119.7399,"Wet","SN","Cal","Selected",0.0874,0.0646,0,0.546,22,1.028998996,0.824830325,0.91234025
"534MLC108","9/14/2011",1,38.30049,-119.9347,"Wet","SN","Cal","Selected",0.0882,0.0139,2.44,0,12,1.017619684,1.070530545,1.106542967
"534PS0070","8/30/2010",1,38.32624,-119.9385,"Wet","SN","Cal","Selected",0.093,0.0168,3.46,0.332,8,1.093648206,0.998462018,1.03402628
"534RSCAGG","9/19/2011",1,38.13263,-120.2185,"Wet","SN","Cal","Selected",0.124,0.0261,4.13,0,17,0.907519614,0.839932171,0.889541908
"534SED001","8/31/2010",1,38.40736,-119.7993,"Wet","SN","Cal","Selected",0.0793,0.009,4.22,0.491,11,1.007725485,0.991797426,1.05411128
"534SRCFFC","8/29/2012",1,38.36593,-119.8691,"Wet","SN","Val","Selected",0.0333,0.0215,22.1,3.25,12,0.96680313,0.823837055,0.898791962
"534WER219","8/29/2012",1,38.4183292,-119.75143,"Wet","SN","Cal","Selected",0.0343,0.0189,7.48,0.267,6,0.838776013,1.01824131,1.035832264
"536HLCBFM","6/18/2013",1,38.04566,-120.0997,"Wet","SN","Cal","Selected",0.0793,0.0075,10.3,0.822,0,1.057480132,0.983762401,0.887850848
"536LLCACR","9/22/2011",1,38.14078,-119.9629,"Wet","SN","Cal","Selected",0.0691,0,12.55,0.139,0,0.88884948,1.013570855,0.933901111
"536PS0107","7/17/2012",1,38.04583,-120.0237,"Wet","SN","Cal","Selected",0.119,0.0072,9.95,0.414,0,1.120223558,1.050668754,1.005408876
"536SED006","9/20/2011",1,37.90554,-119.997,"Wet","SN","Cal","Selected",0.259,0.0191,12.18,0.346,0,1.047099131,1.102879507,1.026382125
"536SED108","9/21/2011",1,37.86881,-119.9043,"Wet","SN","Cal","Selected",0.133,0.0165,1.52,0.196,7,1.126247672,1.054025728,1.162783139
"537ADCH41","9/12/2011",1,37.5804956,-119.67816,"Wet","SN","Val","Selected",0.116,0.0282,10.45,0.372,39,1.088812632,0.934714589,1.054141467
"537BLCABG","9/15/2011",1,37.70458,-119.9742,"Wet","SN","Cal","Selected",0.0351,0.0206,4.45,0.786,7,0.885574043,1.072670483,1.055578823
"539NDCACC","10/8/2009",1,37.425,-119.5962,"Wet","SN","Cal","Selected",0.0674,0.0181,2.71,0.909,12,1.050429516,1.03397288,1.097595852
"540BCA168","6/24/2014",1,37.23381,-119.1358,"Wet","SN","Val","Selected",0.0264,0.0071,7.63,0.495,14,0.829518392,1.121642814,1.054025723
"540CQCBBR","9/14/2011",1,37.512904,-119.42528,"Wet","SN","Cal","Selected",0.0827,0.0121,2.34,0.13,28,1.188910865,1.159670059,1.149426082
"540GNCBTC","9/13/2011",1,37.56419,-119.3155,"Wet","SN","Cal","Selected",0.049,0.0101,0,0.245,12,1.09661888,1.123726599,1.080328767
"540MNCANF","9/29/2010",1,37.41318,-118.908,"Wet","SN","Cal","Selected",0.0633,0.0079,3.01,0.242,5,0.9986175,0.725334571,0.824814535
"540SED003","8/30/2011",1,37.24198,-118.9466,"Wet","SN","Cal","Selected",0.0325,0.0088,3.26,0.197,31,1.004113772,1.080820869,1.046302294
"540SED008","8/24/2010",1,37.6395992,-119.08799,"Wet","SN","Cal","Selected",0.0238,0.0093,0,0.511,5,0.963983575,1.015755193,1.047890197
"552DRCAEF","6/25/2014",1,37.0069,-119.0636,"Wet","SN","Cal","Selected",0.0831,0.0098,11.2,0.497,2,0.981963643,0.840682646,0.916400475
"552FCA017","7/9/2013",1,36.96367,-119.2314,"Arid","CH","Cal","Selected",0.177,0.0252,6.88,0.439,NA,0.724743605,0.969669883,0.918063466
"552FCA017","7/30/2013",1,36.96367,-119.2314,"Arid","CH","Cal","NotSelected",0.581,0.0668,20.8,0.765,NA,0.552538229,0.761778456,0.766153578
"552PS0072","8/30/2011",1,37.11688,-119.1726,"Wet","SN","Val","Selected",0.232,0.015,0,0.177,0,0.61797261,0.938211688,0.935950617
"552PS0284","8/29/2011",1,36.90906,-119.1273,"Arid","CH","Cal","Selected",0.0612,0.0235,2.7,0.182,9,1.151944206,1.029890724,1.1032889
"553KRMAPC","8/22/2011",1,36.51987,-118.7597,"Wet","SN","Cal","Selected",0,0.0045,2.57,0,16,0.989543241,1.004585563,0.998485941
"553KRNAYC","8/24/2011",1,36.54646,-118.8978,"Arid","CH","Cal","NotSelected",0.0395,0.0221,3.8,0.195,11,1.104466088,0.836078631,0.932384934
"553KRNAYC","10/13/2011",1,36.54646,-118.8978,"Arid","CH","Cal","NotSelected",0.0797,0.0176,6.06,0.97,0,1.100213504,0.837070033,0.981741907
"553KRNAYC","6/17/2014",1,36.54646,-118.8978,"Arid","CH","Cal","Selected",0.135,0.0176,9.75,0.508,0,1.067994889,0.892242531,0.933384578
"553KRNAYC","6/17/2014",2,36.54646,-118.8978,"Arid","CH","Cal","Selected",0.135,0.0176,9.75,0.508,0,1.101588251,1.161011841,1.095705834
"554CLCALK","8/23/2011",1,36.21272,-118.5166,"Wet","SN","Val","Selected",0.0459,0.023,7.63,0.714,39,1.131630676,1.029020433,1.176971033
"554NYCGWD","8/25/2011",1,36.02064,-118.5671,"Wet","SN","Cal","Selected",0.0952,0.0467,3.47,1.74,0,0.906892801,0.891466759,0.943579813
"554NYCGWD","8/25/2011",2,36.02064,-118.5671,"Wet","SN","Cal","Selected",0.0952,0.0467,3.47,1.74,0,0.940292082,1.015055315,0.954393965
"554PMCABC","8/24/2011",1,35.95286,-118.4154,"Wet","SN","Cal","Selected",0.0398,0.0328,5.44,0.203,25,1.072022053,0.948205371,1.10378983
"554PMCGWD","8/23/2011",1,36.08357,-118.5476,"Wet","SN","Cal","Selected",0.0405,0.0088,3.8,0.727,30,1.166787434,1.103853347,1.192858561
"554SED027","8/24/2011",1,35.9006824,-118.36897,"Wet","SN","Val","Selected",0.0788,0.0236,2.44,0.182,10,1.086928653,1.011325452,1.112767125
"601PS0077","8/7/2012",1,38.03098,-119.1836,"Wet","SN","Cal","Selected",0.0889,0.0249,23.9,1.66,6,1.18044928,0.713310158,0.708291965
"601PS0077","8/7/2012",2,38.03098,-119.1836,"Wet","SN","Cal","Selected",0.0889,0.0249,23.9,1.66,6,1.278338468,1.023262423,1.037201511
"603DDM004","7/9/2013",1,37.70821,-119.057,"Wet","SN","Cal","Selected",0.0809,0.0459,4.84,0.403,1,1.084568487,0.897823968,0.933288607
"603DDM005","9/13/2011",1,37.70827,-119.0532,"Wet","SN","Val","Selected",0.0807,0.0321,3.33,0.195,0,1.024436388,0.972755433,0.990330654
"603DDM005","9/13/2011",2,37.70827,-119.0532,"Wet","SN","Val","Selected",0.0807,0.0321,3.33,0.195,0,1.047571213,0.977716694,0.96387398
"603FCA145","8/21/2013",1,37.56514,-118.7545,"Wet","SN","Val","Selected",0.101,0.0065,0.2,0.288,NA,1.067236283,0.900136664,0.905731725
"603GSCADC","8/25/2010",1,37.73974,-119.05,"Wet","SN","Val","Selected",0.0539,0.0805,56.3,1.163,28,0.836566672,0.905986748,0.925954557
"603OHCAOR","8/24/2010",1,37.74499,-118.7556,"Wet","SN","Cal","Selected",0.728,0.111,5.63,2.94,0,0.847714578,1.010975605,0.970449324
"603PS0045","8/29/2011",1,37.55125,-118.8016,"Wet","SN","Val","Selected",0.133,0.0128,6.59,0.169,1,1.028877991,1.016666933,1.009914124
"603PS0045","8/29/2011",2,37.55125,-118.8016,"Wet","SN","Val","Selected",0.133,0.0128,6.59,0.169,1,0.961068346,1.054062095,1.002752713
"603PS0056","8/31/2011",1,37.34174,-118.7338,"Wet","SN","Cal","Selected",0.0959,0.0081,8.08,0.245,16,0.889814224,0.972146322,0.96412792
"603PS0073","9/13/2011",1,37.70934,-119.058,"Wet","SN","Cal","NotSelected",0.0738,0.0555,0.86,0.189,13,1.100185588,0.95628284,0.975493329
"603PS0075","7/31/2012",1,37.75713,-118.4412,"Wet","SN","Val","NotSelected",0.186,0.0109,8.8,0.411,0,0.933353505,0.872976127,0.858214775
"603PS0075","8/15/2012",1,37.75713,-118.4412,"Wet","SN","Val","Selected",0.133,0.0123,6.01,2.3,0,0.914075783,0.899750973,0.925067608
"603PS0076","7/23/2012",1,37.3188,-118.5061,"Wet","SN","Cal","Selected",0.114,0.0082,19.9,1.42,10,1.170197283,0.952757907,0.955115832
"603PS0092","7/25/2012",1,37.28639,-118.4042,"Wet","SN","Cal","Selected",0.247,0.0259,2.86,0.811,0,1.098240496,1.001942007,0.936451483
"603PS0557","8/18/2010",1,36.46274,-118.1141,"Arid","DM","Cal","Selected",0.0961,0.0146,0,0,4,1.045906861,0.992494734,1.069131943
"603PS1056","7/24/2012",1,36.98204,-118.3024,"Wet","SN","Cal","Selected",0.121,0.0101,10.8,0.623,3,1.27459683,1.002873051,0.957359977
"603PS1056","8/14/2012",1,36.98204,-118.3024,"Wet","SN","Cal","NotSelected",0.0541,0.0056,1.82,0.61,3,1.050082399,0.898189285,0.852976086
"603PS1488","7/10/2013",1,36.71298,-118.2769,"Wet","SN","Cal","Selected",0.148,0.0048,22.5,0.722,15,1.000044703,0.989995031,1.018226004
"628MRW138","5/21/2014",1,34.28471,-117.3737,"Arid","DM","Cal","Selected",0.161,0.0117,5.89,1.8,36,1.073505696,0.920923763,0.886457382
"630FCA097","8/22/2013",1,38.2713,-119.3306,"Wet","SN","Cal","Selected",0.0789,0.0774,1.62,0.288,NA,1.067361165,0.89044171,0.929082223
