masterid,latitude,longitude,huc,county,psa_lu,comid,psa6c,regionalboardnumber,area_sqkm,new_lat,new_long,site_elev,elev_range,ppt_00_09,maxwd_ws,meanp_ws,minp_ws,sumave_p,xwd_ws,temp_00_09,tmax_ws,atmca,atmmg,atmso4,bdh_ave,kfct_ave,lprem_mean,prmh_ave,ucs_mean,cao_mean,mgo_mean,s_mean,p_mean,urban_2011_ws,urban_2011_5k,urban_2011_1k,ag_2011_ws,ag_2011_5k,ag_2011_1k,code_21_2011_ws,code_21_2011_5k,code_21_2011_1k,roaddens_ws,roaddens_5k,roaddens_1k,paved_int_ws,paved_int_5k,paved_int_1k,invdamdist,mines_5k,MaxW1_HALL,RefStatus,StudyArea
801S02947,33.69919,-117.81143,801,Orange,Urban,20355372,SC,8,117.0577,33.69919,-117.8114,14,524,27174.4,6,345.5838,0,408.3888,32.36553,2409.9,287.4056,0.05476667,0.05476667,0.3848667,1.566733,0.2814667,1.7963,5.6973,11.4575,1.9846,1.0932,0.2343667,0.1269667,68.93209,90.29743,93.00961,3.43542,0.2227752,0,13.65481,6.590828,5.496265,11.63568,15.48961,15.05351,271,115,10,0.1393407,0,4.19,Non-reference,NOT STUDY AREA
801S03133,34.00169,-117.5996,801,San Bernardino,Ag,22556380,SC,8,158.3278,34.00167,-117.5996,220.17,2479.83,30965.4,6.2643,648.9888,0.3545,654.0806,34.3996,2664.7,321.0476,0.0525,0.0318,0.3828,1.6531,0.2054,1.0146,10.5498,46.2545,2.0589,1.216,0.086,0.1295,48.59712,79.4898,27.8129,0.4600459,6.862245,45.51201,13.45905,9.540816,26.67509,6.577464,6.794101,1.777986,229,23,1,0.05934718,0,3.47,Non-reference,NOT STUDY AREA
801S03687,34.0831,-117.58255,801,San Bernardino,Urban,22557998,SC,8,35.2673,34.08296,-117.5825,323.77,2376.23,34805,6.1869,727.0844,0.2667,794.7305,34.6916,2634.2,319.4,0.0525,0.0318,0.3828,1.6478,0.2046,0.8312,10.4534,53.6384,2.1326,1.2187,0.0818,0.1286,40.37837,89.85676,87.77614,0,0,0,13.28902,7.861426,5.891016,6.139668,12.32805,3.311048,73,19,5,0.09920635,0,3.65,Non-reference,NOT STUDY AREA
801S03971,33.67551,-117.82775,801,Orange,Urban,20355412,SC,8,115.0553,33.67551,-117.8277,15,522,26152,6.002833,350.7709,0,397.7494,32.5842,2293.7,285.5869,0.05553333,0.05553333,0.3857333,1.573767,0.2826333,1.461833,4.616367,17.7226,4.385867,1.883167,0.3815,0.1222333,48.82611,73.26382,92.83668,0.9516356,0,0,17.95743,8.618711,5.873926,8.543063,13.28103,19.06645,456,94,12,0.08712648,0,4.27,Non-reference,NOT STUDY AREA
801S04078,33.99761,-117.72327,801,San Bernardino,Ag,22560356,SC,8,136.0024,33.99759,-117.7232,205,2856,35281.8,7.8974,722.1926,1.4132,555.3014,42.9627,2602.6,299.3653,0.0525,0.0318,0.3828,1.5843,0.2374333,1.0676,5.9018,35.50837,4.458167,2.036833,0.2881333,0.1263667,34.98309,67.83948,70.06312,0.07080794,0.3922014,6.221821,11.04538,18.43915,20.19838,5.998945,11.25956,9.45855,167,78,2,0.05526946,0,1.97,Non-reference,NOT STUDY AREA
801S05383,34.16563,-117.01547,801,San Bernardino,Other,22555476,SC,8,230.6628,34.1656,-117.0155,1075,1955,48824.7,7.52295,681.43,3.1769,3637.53,50.0445,2003.1,257.917,0.0795,0.030228,0.419644,1.59703,0.142433,-0.434479,11.2384,103.585,7.91617,2.37791,0.059018,0.131507,10.00812,1.520251,0.07558579,0.06125825,0,0,12.77215,1.065859,1.43613,3.210944,1.007438,5.58381,197,0,0,0,0,0.14,Non-reference,NOT STUDY AREA
801S06231,34.23298,-117.43019,801,San Bernardino,Other,24843834,SC,8,165.9582,34.2326,-117.4288,676,1859,72395.5,7.66406,705.409,1.69,1014.24,42.377,2252.6,310.01,0.053016,0.031731,0.383353,1.57915,0.170487,-0.849452,8.97833,93.8858,4.11724,2.55989,0.068881,0.137925,2.362824,4.430754,10.07533,0.02982679,0.2320871,0,5.297237,4.126931,5.367232,2.107464,2.986611,5.908774,117,8,0,0.157008,0,0.07,Non-reference,NOT STUDY AREA
801S06679,34.26188,-117.46938,801,San Bernardino,Other,22557744,SC,8,147.6972,34.26188,-117.4694,778,1757,61848.1,7.66594,683.884,1.85311,1021.87,42.5808,2307.4,308.175,0.05299,0.031733,0.383314,1.57847,0.173093,-0.906439,8.98598,95.9745,4.06326,2.42718,0.06618,0.136655,2.171131,3.657756,6.910809,0,0,0,5.447023,5.254374,11.57708,2.033171,2.713241,7.557775,109,34,2,0.140851,0,1.15,Non-reference,NOT STUDY AREA
801S07485,33.94733,-117.61405,801,San Bernardino,Urban,22563070,SC,8,199.0026,33.94734,-117.6141,165,2535,28244.1,5.97087,600.87,0.281513,599.826,32.8948,2653.7,324.891,0.05258,0.031764,0.382874,1.65691,0.206869,1.27882,11.0691,35.5875,1.93075,1.15772,0.091893,0.128693,50.90089,26.37115,20.48611,6.484438,49.74455,43.26389,13.33927,21.87077,32.08333,6.875849,4.959426,6.752198,230,4,1,0,0,1.93,Non-reference,NOT STUDY AREA
801S08183,34.07334,-117.30433,801,San Bernardino,Other,22557922,SC,8,441.9315,34.07338,-117.3043,294,2760,29444.9,7.81291,810.625,1.28625,1029.7,42.5701,2718.2,312.264,0.053422,0.031705,0.383976,1.59438,0.170292,-0.535492,9.24398,90.6204,3.83434,2.51174,0.070912,0.14488,10.22514,86.96903,75.31603,0.1594591,0,0,6.52316,10.77987,21.88955,2.43318,11.19194,13.3908,308,27,2,0.108767,0,1.84,Non-reference,NOT STUDY AREA
801S08727,34.2171,-117.46178,801,San Bernardino,Forest,22554790,SC,8,115.686,34.21709,-117.4618,745,2309,70066,9.47293,1109,1.95683,1178.11,50.6011,2367.7,282.576,0.052616,0.031761,0.382904,1.55671,0.131335,-1.41632,8.43663,116.751,5.33062,4.0573,0.069094,0.170571,0.6620507,1.910328,6.425703,0.05601369,0.3535825,0,1.425237,3.044738,1.405622,1.292495,4.185151,19.74532,34,16,2,0,0,1.22,Non-reference,NOT STUDY AREA
801S10259,33.64888,-117.69845,801,Orange,Other,20355506,SC,8,11.73257,33.64891,-117.6984,121,369,30622.2,6,424,0,451.6028,33,2441.1,306.3571,0.05643333,0.0315,0.3873333,1.545867,0.2811333,0.4783,3.9718,39.453,10.10097,3.786267,0.7796,0.1170667,52.28843,69.49336,82.08791,0,0,0,15.78867,21.0783,16.59341,8.498828,9.759571,13.92634,32,26,2,0,0,1.5,Non-reference,NOT STUDY AREA
801S16169,NA,NA,NA,Orange,NA,22561262,SC,8,18.1719,33.74655,-117.5935,521,889,40106.9,8.65,643.86,2,1395.16,48.9667,2476.5,328.217,0.056025,0.031535,0.387063,1.565,0.297,-1.32551,3.883,120.532,4.53656,2.94117,0.029366,0.125548,0.0148581,0.01043406,0.05724099,0,0,0,3.521371,3.203255,5.609616,3.122935,3.206364,10.78569,15,15,4,0,0,1.99,Non-reference,NOT STUDY AREA
801S19286,33.71866,-117.78828,801,Orange,Other,20357190,SC,8,24.93124,33.71868,-117.7883,28,372,27174.4,6,384.965,0,420.028,34.3247,2409.9,306.323,0.054201,0.031624,0.384384,1.53891,0.287106,-0.361892,4.47187,71.4505,5.90749,2.08457,1.19909,0.123673,47.38457,60.9791,98.87218,4.494423,7.868657,0,26.21927,22.61493,0.1879699,10.86737,13.72267,22.28537,136,56,8,0.13732,0,3.91,Non-reference,NOT STUDY AREA
801S19399,33.65551,-117.76224,801,Orange,Urban,20355458,SC,8,89.9082,33.6555,-117.7623,52,486,28947,6.01799,395.919,0,436.197,33.1691,2422.6,298,0.056219,0.031542,0.386949,1.56473,0.284392,0.415127,3.50456,43.8352,8.361,3.12192,0.828634,0.117999,45.38529,62.05096,73.66031,1.060081,1.044561,0,18.49587,21.47042,18.1653,8.46365,10.16825,18.79636,300,119,19,0,0,2.78,Non-reference,NOT STUDY AREA
801S19486,33.67625,-117.82699,801,Orange,Urban,20355412,SC,8,115.9029,33.67632,-117.827,16,522,26152,6.01923,386.915,0,429.385,33.1099,2293.7,296.355,0.056091,0.03154,0.386713,1.56403,0.283921,0.599567,3.66424,39.1617,7.73412,2.92907,0.751006,0.118599,49.07013,74.41753,91.15044,0.9442387,0,0,17.92578,8.306474,7.522124,9.082728,14.72226,25.84045,457,100,15,0.088248,0,2.22,Non-reference,NOT STUDY AREA
801SAR011,33.850751,-117.7835252,801,Orange,NR,22563160,SC,8,3998.619,33.85306,-117.7839,95.94,3386.06,33300.9,6.8161,545.6971,1.5223,1189.175,38.7013,2530.2,321.2033,0.0606,0.0313,0.3942,1.6176,0.2107,0.0117,8.1429,72.6315,3.7305,1.8182,0.1177,0.1368,28.68672,66.39907,91.22589,2.289463,0,0,12.2699,24.55847,8.02738,4.40389,11.65462,14.91499,4188,153,4,0.2976191,0,NA,Non-reference,NOT STUDY AREA
801SAR110,33.96468,-117.46518,801,Riverside,Urban,22560454,SC,8,2292.067,33.96424,-117.4694,206.81,3275.19,23526.6,7.3678,608.6635,2.4128,1647.51,42.8684,2700,311.7664,0.0651,0.031,0.4007,1.6154,0.185,-0.0854,8.7941,80.1931,3.5541,1.7043,0.0695,0.1379,21.72555,69.4805,49.49651,1.143621,0.2101855,0,10.60266,17.21817,22.92796,3.533417,8.119873,4.218498,2101,27,2,0.09505703,0,0.75,Non-reference,NOT STUDY AREA
801SAR110,33.96468,-117.46518,801,Riverside,Urban,22563032,SC,8,2198.582,33.96424,-117.4694,207,3276,23526.6,7.43971,623.401,2.48485,1686.06,43.3814,2700,310.395,0.065489,0.030965,0.401233,1.61488,0.181411,-0.059705,9.02906,80.5853,3.58231,1.71259,0.069651,0.13766,20.21374,54.44268,60.7084,1.025889,1.097701,0,10.15867,24.60816,19.85173,3.704297,7.10506,5.892652,1899,25,1,0,0,0.75,Non-reference,NOT STUDY AREA
801SAR151,33.98873,-117.39614,801,Riverside,Urban,948070235,SC,8,2114.02,33.9935,-117.3941,237.87,3241.13,23142.6,7.5054,635.7416,2.5851,1735.226,43.797,2708.2,308.8574,0.0659,0.0309,0.4018,1.6138,0.1792,-0.0754,9.1298,81.8366,3.6169,1.7261,0.0692,0.1377,18.72091,62.83956,26.5987,1.026742,0.2977385,4.07785,9.736782,24.1302,33.36423,3.138503,7.397375,1.359664,1698,56,0,0.04053506,2,1.56,Non-reference,NOT STUDY AREA
801SAR165,33.96358,-117.47533,801,Riverside,Urban,22560478,SC,8,2274.904,33.96363,-117.4775,206.91,3275.09,23526.6,7.376,609.1266,2.4302,1656.368,42.9495,2700,311.4759,0.0652,0.031,0.4008,1.6149,0.1848,-0.1038,8.752,80.8287,3.5758,1.7107,0.0692,0.138,21.27888,70.37943,46.59794,1.158411,0.4022256,10.10309,10.62852,16.78622,12.47423,3.49413,8.189922,7.618838,2105,16,0,0.08920607,0,NA,Non-reference,NOT STUDY AREA
801SAR351,33.97295,-117.51806,801,Riverside,Other,948070252,SC,8,2321.981,33.96681,-117.5225,189.24,3292.76,26258.7,7.3279,603.4039,2.3815,1632.226,42.6675,2681.6,312.1081,0.065,0.031,0.4005,1.616,0.1855,-0.0907,8.8102,80.1491,3.5509,1.7036,0.0695,0.1379,21.77899,49.36548,34.97706,1.171364,3.135292,6.880734,10.9245,23.33026,13.07339,3.541096,5.993268,1.600978,2174,15,0,0.06548788,0,0,Non-reference,NOT STUDY AREA
801SAR528,33.87273,-117.71305,801,Orange,Urban,948070534,SC,8,3931.24,33.87271,-117.7133,114.53,3367.47,31617.4,6.8293,547.4925,1.5481,1202.332,38.7936,2569.3,321.2868,0.0607,0.0313,0.3944,1.6196,0.2093,0.0153,8.2623,72.8885,3.596,1.7748,0.1033,0.1371,28.55538,11.43796,68.48702,2.328679,0,0,12.1662,11.13139,29.18532,4.363743,2.814924,14.23298,3935,22,6,0.148368,0,NA,Non-reference,NOT STUDY AREA
801SDC178,33.6824,-117.81066,801,Orange,Urban,20355380,SC,8,109.6788,33.68251,-117.814,19,718,26152,6.0088,388.9409,0,437.3339,33.1386,2293.7,296.894,0.0562,0.0315,0.3868,1.5606,0.284,0.511,3.6354,41.8889,7.7364,2.9062,0.7951,0.1184,46.50377,87.09817,82.65306,0.9973999,0,0,18.57985,9.449838,15.5102,8.180231,11.7577,13.89158,364,26,5,0.0997009,0,NA,Non-reference,NOT STUDY AREA
801SDC180,33.6735501,-117.790901,801,Orange,Urban,20355428,SC,8,108.4099,33.67356,-117.7909,34.98,702.02,27527.2,6.009,389.4087,0,438.0521,33.1592,2383.1,297.0153,0.0562,0.0315,0.3869,1.5606,0.2841,0.4924,3.6112,42.3515,7.8081,2.9285,0.8031,0.1183,46.06069,67.23991,81.15016,1.009313,0.1804964,0,18.64988,18.57107,11.5016,8.171494,10.50382,15.38514,355,101,7,0.1213592,0,NA,Non-reference,NOT STUDY AREA
801SDC180,33.6735501,-117.790901,801,Orange,Urban,20355428,SC,8,107.4715,33.67356,-117.7909,35,500,27527.2,6.0152,388.118,0,433.996,33.1611,2383.1,297.209,0.05618,0.031541,0.386857,1.56059,0.284187,0.489501,3.58808,42.4782,7.7869,2.91926,0.805352,0.118293,45.88808,69.08263,90.60403,1.018246,0.2214976,0,18.65501,18.88267,6.711409,8.57844,12.17846,22.45184,357,95,8,0.072963,0,NA,Non-reference,NOT STUDY AREA
801SDC418,33.68077,-117.8069,801,Orange,Urban,20355428,SC,8,108.0741,33.68067,-117.807,22,513,27527.2,6.01506,388.41,0,434.286,33.1566,2383.1,297.276,0.056172,0.031541,0.386844,1.55982,0.284143,0.496438,3.58207,42.3045,7.76091,2.91119,0.802377,0.118351,46.10369,88.00912,78.5877,1.012591,0,0,18.62717,8.01564,16.6287,8.55825,13.83411,5.447413,359,35,1,0,0,NA,Non-reference,NOT STUDY AREA
801SDC504,33.65657,-117.76426,801,Orange,Urban,20355458,SC,8,90.42252,33.65485,-117.7598,52.04,484.96,28947,6.0108,395.445,0,440.9011,33.1408,2422.6,298.1482,0.0562,0.0315,0.3869,1.5652,0.2841,0.436,3.613,43.3002,8.3005,3.1037,0.8202,0.1181,45.22073,62.16982,67.51026,1.175884,0.950553,0,18.67564,21.55805,20.93023,7.918767,9.635098,12.45327,300,130,21,0.1333333,0,1.83,Non-reference,NOT STUDY AREA
801SGB017,33.8702,-117.79327,801,Orange,Other,22527377,SC,8,6.158224,33.86954,-117.7937,99.25,280.75,31282.4,5.8947,413.3077,0,416.4222,31.7368,2541.1,314.2222,0.0531,0.0317,0.3833,1.5311,0.293,-0.4619,1.8482,57.7191,9.4788,3.9282,0.6793,0.1218,76.19743,76.42062,78.94737,0,0,0,17.27512,17.23784,19.05263,13.68889,13.72233,10.73056,73,73,5,0,0,NA,Non-reference,NOT STUDY AREA
801SJR159,33.73904,-116.83089,802,Riverside,Other,22535256,SC,8,368.2631,33.73912,-116.8309,589,2705,31322.2,6.6746,607.207,3.52489,3625.37,41.1235,2605.2,299.663,0.089999,0.03023,0.431249,1.60645,0.171607,-2.55153,10.19,121.741,4.15897,1.88796,0.036133,0.150853,0.2294873,0.2926302,1.197982,0.04056964,0.3594262,7.313997,4.258834,3.495658,9.773014,1.390184,2.429122,7.191479,89,3,0,0,0,NA,Non-reference,NOT STUDY AREA
801STC532,33.77896,-117.83864,801,Orange,Urban,22563210,SC,8,237.766,33.78327,-117.8322,70.62,1661.38,28891.3,6.7069,516.1055,0.5,724.3034,38.2402,2494.5,318.1761,0.055,0.0316,0.3856,1.5295,0.2952,-0.8471,2.4854,91.3683,8.6514,3.7284,0.7179,0.127,5.869149,65.34914,88.10811,0.006056522,0,0,6.28667,18.74177,11.89189,2.086544,9.466414,17.4458,170,19,6,0.1538462,1,2.17,Non-reference,NOT STUDY AREA
801STW085,34.0498692,-117.23326,801,San Bernardino,Other,22557960,SC,8,312.5682,34.04987,-117.2333,358.49,2328.51,27859.1,7.4129,509.476,4.8401,1370.471,42.5492,2682.2,335.1382,0.0711,0.0305,0.4104,1.6446,0.2352,0.5504,5.5335,56.7037,2.3634,1.1642,0.0814,0.1244,12.85178,18.22077,80.59593,2.742515,1.975309,2.252907,12.35874,9.658678,15.98837,3.202967,3.23162,11.90664,357,19,5,0,0,3.86,Non-reference,NOT STUDY AREA
801STW085,34.0498692,-117.23326,801,San Bernardino,Other,22557960,SC,8,310.701,34.04987,-117.2333,360,2328,27859.1,7.43347,507.904,4.85676,1394.58,42.7339,2682.2,334.576,0.071199,0.030546,0.410507,1.64562,0.234538,0.556568,5.55507,56.5873,2.35799,1.16319,0.081469,0.124358,12.72076,16.60479,73.43542,2.70181,2.657058,7.856192,12.36065,9.667322,17.11052,3.410721,3.568301,13.01275,357,19,5,0,0,3.86,Non-reference,NOT STUDY AREA
801STW258,34.01399,-117.17834,801,San Bernardino,Ag,22556328,SC,8,290.6249,34.01388,-117.1784,440,2248,28015,7.45323,525.536,5.15143,1396.89,43.0245,2653.6,333.009,0.071951,0.030499,0.411617,1.64655,0.232557,0.598312,5.56903,56.3833,2.32158,1.16141,0.081502,0.124386,12.84757,4.952135,19.3488,2.724229,4.74345,6.998503,12.64164,8.731657,23.27844,3.47862,1.901784,5.225444,328,22,2,0.056571,0,NA,Non-reference,NOT STUDY AREA
801WCC247,34.18771,-117.18359,801,San Bernardino,Other,22555238,SC,8,11.46104,34.18786,-117.1837,758,1023,60802.3,6.82353,769.16,3.53333,1187.77,39.0294,2039.3,303.733,0.059878,0.031271,0.393347,1.59437,0.178386,-1.56671,9.45428,140.715,3.8109,1.6782,0.034075,0.160885,0.4005655,0.02640148,0,0,0,0,2.2777250000000002,0.4488251,0.7598784,2.807394,2.254349,5.039103,3,3,0,0,0,NA,Non-reference,NOT STUDY AREA
801WCCAHS,34.1933,-117.2745,801,San Bernardino,Other,22555344,SC,8,12.11455,34.1933,-117.2745,629,1030,56741.8,7.21622,845.552,2,1136.05,42.8649,2335.8,322.5,0.056485,0.031498,0.388327,1.57065,0.152184,-1.74906,7.7013,155.231,3.63222,1.63022,0.024626,0.150662,2.385021,2.302504,2.889359,0,0,0,10.95178,9.876735,9.020437,5.018291,4.570606,16.51305,4,4,1,0,0,NA,Non-reference,NOT STUDY AREA
801XXX305,33.70892,-117.80066,801,Orange,Other,20355334,SC,8,61.02725,33.70845,-117.8006,17.47,467.53,27174.4,6,377.8298,0,421.0741,33.6198,2409.9,298.8816,0.0546,0.0316,0.3847,1.5563,0.2836,0.5555,5.0467,47.7565,3.4884,1.4139,0.7765,0.1291,55.24598,89.65731,92.959,5.923695,0.6283329,0,16.82908,7.163821,3.832442,9.808516,15.71412,16.06559,229,114,12,0.1712329,0,1.92,Non-reference,NOT STUDY AREA
801XXX305,33.70892,-117.80066,801,Orange,Other,20355334,SC,8,62.201,33.70845,-117.8006,17,521,27174.4,6,372.681,0,422.08,33.5515,2409.9,296.8,0.054592,0.031596,0.384784,1.55318,0.284257,0.674434,4.66537,42.5307,3.45859,1.35304,0.773572,0.121411,54.24148,90.09144,93.54177,5.849671,0.6139778,0,15.39897,7.00196,4.510507,10.71237,16.56873,17.9071,246,119,17,0,0,1.92,Non-reference,NOT STUDY AREA
802NJR147,33.79427,-116.74714,802,Riverside,Forest,22535148,SC,8,14.45779,33.79423,-116.7473,1565,1729,49229.6,8.02326,847.594,3.76471,5398.21,53.8372,2121.7,236.941,0.088852,0.030124,0.430989,1.62172,0.123248,-3.41908,12.8164,140.643,4.6226,2.09434,0.021585,0.162071,0.01245718,0.01613944,0.1386001,0,0,0,2.547493,3.292447,13.23631,1.384703,1.794806,9.89135,1,1,1,0,0,NA,Non-reference,NOT STUDY AREA
802PVD243,33.82798,-117.20878,802,Riverside,Ag,22534638,SC,8,190.346,33.82885,-117.2098,438.46,501.54,24232.1,6.0458,313.5163,0.7359,705.0875,32.5586,2732.1,343.3766,0.0622,0.0311,0.3971,1.6605,0.2512,0.6355,6.8374,39.2627,2.3515,1.2541,0.087,0.1343,33.10667,21.08403,7.724719,7.554786,14.82053,50.14045,17.21725,23.97922,25.70225,5.922555,3.942073,5.179461,510,35,1,0.245098,0,NA,Non-reference,NOT STUDY AREA
802RB8297,33.80968,-116.81235,802,Riverside,Other,22535104,SC,8,6.2136,33.8102,-116.8125,1143,824,35862.4,7,630.615,4.5,3344.56,43.0556,2510.8,299.333,0.08529,0.030123,0.427811,1.691,0.147,-3.41908,16.5,140.643,4.6226,2.09434,0.021585,0.162071,0.1158749,0.1158749,0,0,0,0,3.244496,3.244496,0.5268704,1.431137,1.431137,7.043399,0,0,0,0,0,NA,Non-reference,NOT STUDY AREA
802RB8405,33.77408,-116.74243,802,Riverside,Forest,22536082,SC,8,5.5872,33.77432,-116.7425,1722,1348,49229.6,7.55556,831.143,4.5,5204.56,48.8333,2121.7,247.25,0.088705,0.030133,0.430852,1.63224,0.126702,-3.41908,13.8623,140.643,4.6226,2.09434,0.021585,0.162071,0.1127577,0.1137287,0.9126467,0,0,0,1.578608,1.592201,12.77705,0.8069238,0.813948,5.524865,1,1,1,0.046373,0,NA,Non-reference,NOT STUDY AREA
802RB8605,33.73825,-116.72533,802,Riverside,Forest,22536092,SC,8,18.50402,33.73896,-116.7255,1576.88,1571.12,50430.4,7.6379,791.6905,3.5417,4895.071,47.8793,2065.8,259.25,0.0897,0.0302,0.4315,1.5825,0.1375,-3.4191,11.0506,140.6432,4.6226,2.0943,0.0216,0.1621,0.5884355,0.8690614,2.176403,0,0,0,8.938384,13.31837,38.37342,2.888931,4.322097,11.84961,7,7,2,0,0,1.62,Non-reference,NOT STUDY AREA
802RB8688,33.7519,-116.705,802,Riverside,Other,22536092,SC,8,12.0754,33.75174,-116.7059,1691.86,1456.14,50430.4,7.973,822.4483,3.8125,5130.921,50.1351,2065.8,251.6875,0.0898,0.0302,0.4317,1.5775,0.1251,-3.4191,10.9202,140.6432,4.6226,2.0943,0.0216,0.1621,0.0744768,0.07473842,0.9072581,0,0,0,3.753631,3.766816,26.6129,1.239014,1.243879,7.509641,4,4,3,0,0,1.87,Non-reference,NOT STUDY AREA
802S09698,33.7459,-116.70739,802,Riverside,Other,22536092,SC,8,13.75753,33.74592,-116.7074,1648.87,1499.13,50430.4,7.8372,813.5151,3.7222,5041.928,49.4419,2065.8,253.3889,0.0898,0.0302,0.4317,1.5765,0.1267,-3.4191,10.8269,140.6432,4.6226,2.0943,0.0216,0.1621,0.1574183,0.1685748,2.51497,0,0,0,5.08986,5.450587,31.01796,1.670315,1.795753,9.958084,4,4,1,0,0,0.62,Non-reference,NOT STUDY AREA
802S26909,33.66637,-117.27517,802,Riverside,Other,22532986,SC,8,1874.081,33.66636,-117.2752,400.36,2893.64,27242.5,6.2429,413.4586,2.2664,1644.381,34.4697,2734.3,340.8564,0.0759,0.0306,0.4151,1.6181,0.2386,-0.7677,7.2496,82.9842,3.286,1.645,0.0632,0.1391,11.61768,32.27144,17.61421,9.420437,2.512745,0,11.35153,15.01756,14.2132,3.064934,5.165158,3.222129,1414,44,2,1,0,1.53,Non-reference,NOT STUDY AREA
802S27709,33.66269,-117.28999,802,Riverside,Other,22534666,SC,8,1877.088,33.6627,-117.29,390.29,2903.71,27242.5,6.241,413.2576,2.2624,1642.606,34.4612,2734.3,340.8831,0.0759,0.0306,0.4151,1.618,0.2386,-0.7719,7.2462,83.0764,3.2882,1.6457,0.0632,0.1391,11.60698,34.47609,9.070958,9.405193,0,0,11.35215,12.35009,17.703,3.063885,5.231019,3.605967,1419,28,2,0.4651163,0,1.83,Non-reference,NOT STUDY AREA
802S33361,33.73906,-116.72515,802,Riverside,Forest,22536092,SC,8,21.92389,33.73907,-116.7251,1579,1568,50430.4,7.5294,772.2549,3.5,4440.599,47.2941,2065.8,263.1071,0.08906667,0.0302,0.4309667,1.6213,0.1544667,-3.4191,13.46377,140.6432,4.6226,2.0943,0.0216,0.1621,0.908605,1.247601,1.22549,0,0,0,9.435514,12.95585,25.98039,2.954797,4.052002,7.841729,7,7,2,0,0,1.22,Non-reference,NOT STUDY AREA
802S33561,33.74356,-116.7103,802,Riverside,Forest,22536092,SC,8,16.85609,33.74357,-116.7103,1627,1520,50430.4,7.6792,799.6411,3.619,4775.929,48.2453,2065.8,255.5238,0.0897,0.0302,0.4315,1.590433,0.1515,-3.4191,10.73057,140.6432,4.6226,2.0943,0.0216,0.1621,0.1605136,0.1803427,0.6126617,0,0,0,6.324238,7.1055,29.13547,2.062446,2.31503,9.721613,5,5,1,0,0,1.05,Non-reference,NOT STUDY AREA
802S37697,33.87962,-117.21403,802,Riverside,Urban,22534630,SC,8,51.84567,33.87963,-117.214,450,440,24759.3,6.0446,329.4348,1.1452,684.1912,33.0828,2697.8,342.8387,0.06323333,0.03103333,0.3986,1.690967,0.2450333,1.0575,9.6496,28.5748,2.1095,1.1744,0.09363333,0.1321667,24.03385,39.98662,75.70888,17.18739,16.83566,0,18.92507,19.34737,16.25709,5.064346,6.637889,11.45131,126,46,1,0,0,2.33,Non-reference,NOT STUDY AREA
802SJN851,33.74022,-116.79492,802,Riverside,Other,22535254,SC,8,66.10077,33.74022,-116.7948,877,2417,37881.7,7.29557,710.824,4,4218.77,46.6108,2453.3,273.877,0.087536,0.030135,0.429715,1.64351,0.146138,-3.41908,13.1574,140.643,4.6226,2.09434,0.021585,0.162071,0.1402505,0.0139958,0,0,0,0,3.447712,3.046419,3.835861,1.573597,2.205828,8.276267,9,0,0,0,0,NA,Non-reference,NOT STUDY AREA
802SJR116,33.66396,-117.2787,802,Riverside,Other,22532986,SC,8,1873.65,33.66404,-117.2787,400.53,2893.47,27242.5,6.2434,413.2122,2.2594,1648.404,34.4699,2734.3,340.8816,0.0759,0.0306,0.4151,1.618,0.2386,-0.7707,7.2461,83.0404,3.2886,1.6462,0.0632,0.1391,11.58651,34.11576,7.901907,9.414474,1.196166,0,11.35427,14.48913,16.89373,3.063009,5.25213,2.818187,1417,37,2,0.7194245,0,0.74,Non-reference,NOT STUDY AREA
802SJR116,33.66396,-117.2787,802,Riverside,Other,22532986,SC,8,1824.51,33.66404,-117.2787,400,2894,27242.5,6.25178,411.605,2.22806,1635.82,34.4422,2734.3,341.225,0.075702,0.030566,0.414889,1.6186,0.23891,-0.726693,7.24902,81.7937,3.26634,1.63625,0.064003,0.138798,11.81584,33.65721,8.279846,9.590159,1.321105,0,11.55489,14.58421,15.91784,3.331005,5.598676,7.035299,1357,39,2,0.079892,0,0.74,Non-reference,NOT STUDY AREA
802SJR587,33.72206,-116.80423,802,Riverside,Other,22535278,SC,8,287.1336,33.72197,-116.8043,668,2480,33055,6.56222,589.782,3.34971,3590.26,40.1821,2544.5,302.364,0.090783,0.030253,0.431797,1.5989,0.175482,-2.38669,9.71018,118.373,4.06093,1.86315,0.038551,0.149203,0.239167,0.1731291,0.5931198,0.01786699,0,0,4.475839,4.30536,8.481613,1.426806,1.775785,6.664747,78,4,1,0,0,NA,Non-reference,NOT STUDY AREA
802SWC206,33.73283,-116.74047,802,Riverside,Other,22536110,SC,8,29.12209,33.73202,-116.7436,1542.44,1605.56,48466.3,7.3708,751.5,3.4865,4609.451,46.3371,2201.1,269.7297,0.0892,0.0302,0.4311,1.6182,0.1424,-3.4191,12.8451,140.6432,4.6226,2.0943,0.0216,0.1621,0.8465935,1.577396,1.54827,0.05561563,0.1040042,0,10.29507,17.81938,20.30965,3.172156,5.381377,6.416889,10,9,1,0,0,NA,Non-reference,NOT STUDY AREA
